part_name,c1,c2,c3,c4,c5,c6
part4,Eligibility of companies for permits for regular omnibus services.,67,1,a,,The company must be a company formed and registered in Sri Lanka under any written law.
part4,Eligibility of companies for permits for regular omnibus services.,67,1,b,,The company must have articles of association approved by the Commissioner and registered under the Companies Ordinance(Repealed and replaced by the Companies Act No. 17 of 1982.).
part4,Eligibility of companies for permits for regular omnibus services.,67,1,c,,"Eighty-five per centum, at least, of the issued share capital of the company must be held by persons who are citizens of Sri Lanka."
part4,Eligibility of companies for permits for regular omnibus services.,67,1,d,,"The articles must not contain-(i) any restriction of the right to transfer its shares, other than a restriction prohibiting or restricting the transfer to persons who are not citizens of Sri Lanka, or(ii) any limitation of the number of its members, or(iii) any prohibition of invitation to (he public to subscribe for its shares or debentures."
part4,Eligibility of companies for permits for regular omnibus services.,67,1,d,i,"any restriction of the right to transfer its shares, other than a restriction prohibiting or restricting the transfer to persons who are not citizens of Sri Lanka, or"
part4,Eligibility of companies for permits for regular omnibus services.,67,1,d,ii,"any limitation of the number of its members, or"
part4,Eligibility of companies for permits for regular omnibus services.,67,1,d,iii,any prohibition of invitation to (he public to subscribe for its shares or debentures.
part4,Eligibility of companies for permits for regular omnibus services.,67,1,e,,"The articles must not contain any restriction of the voting rights of members, other than a restriction of a description approved by regulations made in that behalf under this Act."
part4,Eligibility of companies for permits for regular omnibus services.,67,1,f,,"The objects of the company as stated in the memorandum must not include any object or purpose, other than the purpose of the provision of road transport services for passenger carriage and any other purpose reasonably connected with or incidental to the business of providing such services."
part4,Eligibility of companies for permits for regular omnibus services.,67,2,,,"Where regulations are made in that behalf, no purpose other than a purpose specified in that behalf in such regulations, shall be deemed to be, within the meaning of paragraph (/) of subsection (1), a purpose reasonably connected with or incidental to the business of providing road transport services for passenger carriage."
part4,Government acquire shares in companies,68,1,,,"The Minister may, from time to time, but after the prescribed date, with the may subject of Finance, direct the Secretary to the Treasury to acquire on behalf of the Government any shares in any company which is the holder of a stage carriage permit authorizing the provision of a regular omnibus service, so however that the total value of all the shares in any one company which may be acquired under the authority of this section shall not exceed forty-five per centum of the issued share capital for the time being of the company."
part4,Government acquire shares in companies,68,2,,,Payment for any shares acquired under the authority of any direction under subsection (1) shall be made out of moneys provided by Parliament for the purpose.
part4,Government acquire shares in companies,68,3,,,"In any case where necessary arrangements cannot be made by agreement between the Secretary to the Treasury and a company and its shareholders, or both, for the transfer to him of all or any of the shares in that company which are proposed to be acquired under the authority of a direction under this section, it shall be lawful for the Minister, for the purpose of securing that the requisite number of shares is compulsorily acquired, to make order declaring that such shares as are specified in the order shall vest in the Secretary to the Treasury."
part4,Government acquire shares in companies,68,3,,,"In determining which of the shares in a company are to be specified in an order under this subsection, the Minister shall have regard to the following conditions :-(a) that shares held by persons who are not citizens of Sri Lanka should be compulsorily acquired in priority to shares held by citizens of Sri Lanka; and(b) that, subject to such exceptions as may be prescribed and to the foregoing condition (a), shares are compulsorily acquired pro rata according to the number of shares held by the existing shareholders."
part4,Government acquire shares in companies,68,3,a,,that shares held by persons who are not citizens of Sri Lanka should be compulsorily acquired in priority to shares held by citizens of Sri Lanka; and
part4,Government acquire shares in companies,68,3,b,,"that, subject to such exceptions as may be prescribed and to the foregoing condition (a), shares are compulsorily acquired pro rata according to the number of shares held by the existing shareholders."
part4,Government acquire shares in companies,68,4,,,"Where an order under subsection (3) is made in respect of any shares in a company, then, notwithstanding that a proper instrument of transfer is not delivered to the company in respect of such shares, it shall be the duty of the company, if required so to do by the Secretary to the Treasury and upon production of the order, to register him as shareholder in respect of those shares."
part4,Purchase price for shares acquired .,69,1,,,"The amount of the price to be paid for any shares acquired under section 68 shall be determined by agreement with the company or the shareholder, as the case may be, or, in the absence of such agreement, by arbitration as hereinafter provided."
part4,Purchase price for shares acquired .,69,2,,,"Where the value of any shares is to be determined by arbitration, the arbitration shall be conducted-(a) by a single arbitrator nominated by agreement between the Secretary to the Treasury and the company ; or(b) in default of such agreement, by two arbitrators nominated respectively by the Secretary to the Treasury and the company."
part4,Purchase price for shares acquired .,69,2,a,,by a single arbitrator nominated by agreement between the Secretary to the Treasury and the company ; or
part4,Purchase price for shares acquired .,69,2,b,,"in default of such agreement, by two arbitrators nominated respectively by the Secretary to the Treasury and the company."
part4,Purchase price for shares acquired .,69,3,,,"Where in any case referred to in paragraph (b) of subsection (2) there is a difference of opinion among the two arbitrators in respect of any matter, the matter shall be referred for decision to an umpire chosen by them, or if they are unable to agree as to the choice of an umpire, by an umpire appointed for the purpose by the District Court of Colombo on application made by any party to the arbitration proceedings."
part4,Purchase price for shares acquired .,69,3,,,No stamp duty shall be payable in respect of any application under this subsection.
part4,Purchase price for shares acquired .,69,3,,,Each party shall be liable to pay in equal shares the amount of the fee payable to an umpire chosen or appointed under this subsection.
part4,Purchase price for shares acquired .,69,4,,,"The decision of a single arbitrator, or where there are two arbitrators their agreed decision, or in any case referred to in subsection (3) the decision of an umpire, shall be final and conclusive for the purpose of this section, and shall be binding on the company and on every shareholder whose shares are acquired."
part4,Purchase price for shares acquired .,69,5,,,Regulations may be made in respect of all matters relating to or connected with the conduct of proceedings upon arbitration under this section.
part4,"Registration of to the treasury as member company, &c.",70,1,,,"Where any shares are acquired Secretary under section 68 (whether or not an order of under that section has been made in respect of them), the Secretary to the Treasury, under the title "" the Secretary to the Treasury on behalf of the Government of Sri Lanka "", shall be registered as a member of the company and the necessary share certificates shall be issued to him under that title; and he or any public officer authorized by him in that behalf shall be entitled to be present and to speak at any meeting of the members of the company, and to exercise, in respect of the shares held by him on behalf of the Government, the same rights to vote as would have been exercisable if the shares were held by an ordinary shareholder."
part4,"Registration of to the treasury as member company, &c.",70,2,,,"Notwithstanding that the Secretary to the Treasury is registered as hereinbefore provided as a member of any company, he shall not be eligible for election or appointment as a director of the company."
part4,"Registration of to the treasury as member company, &c.",70,3,,,"So long as the nominal value of the shares which are held in any company on behalf of the Government is not less than twenty-five per centum of the Issued share capital for the time being of the company, the Secretary to the Treasury or any public officer authorized by him in writing in that behalf shall be entitled to be present and to speak but not to vote at any meeting of the directors of the company."
part4,"Registration of to the treasury as member company, &c.",70,4,,,"The amount of all dividends payable upon any shares which are, as hereinbefore provided, held by the Secretary to the Treasury on behalf of the Government, shall be credited to the Consolidated Fund."
part4,"Registration of to the treasury as member company, &c.",70,5,,,"(a) Where any local authority is empowered, by or under any other written law under which it is constituted, to invest any part of its funds in the shares of any company which is the holder of a stage carriage permit authorizing the provision of a regular omnibus service, that local authority may make a request to the Minister that any shares in that company which are held on behalf of the Government be transferred to that authority, or that any such shares shall be acquired under the preceding provisions of this Part and transferred to that authority.(b) The number and value of any shares which may be transferred to a local authority under paragraph (a) of this subsection shall be determined by the Minister in his discretion, having regard to the extent and value of the business carried on by the company under the authority of any stage carriage permit in the area within the administrative limits of that local authority, so however that unless the Minister otherwise determines the nominal value of the shares so transferred shall not exceed twenty-two and one half per centum of the issued share capital for the time being of the company.(c) Any shares in any company which are transferred under this subsection to a local authority shall, for the purposes only of subsection (3) of this section and notwithstanding the transfer, be deemed to be shares held on behalf of the Government."
part4,"Registration of to the treasury as member company, &c.",70,5,a,,"Where any local authority is empowered, by or under any other written law under which it is constituted, to invest any part of its funds in the shares of any company which is the holder of a stage carriage permit authorizing the provision of a regular omnibus service, that local authority may make a request to the Minister that any shares in that company which are held on behalf of the Government be transferred to that authority, or that any such shares shall be acquired under the preceding provisions of this Part and transferred to that authority."
part4,"Registration of to the treasury as member company, &c.",70,5,b,,"The number and value of any shares which may be transferred to a local authority under paragraph (a) of this subsection shall be determined by the Minister in his discretion, having regard to the extent and value of the business carried on by the company under the authority of any stage carriage permit in the area within the administrative limits of that local authority, so however that unless the Minister otherwise determines the nominal value of the shares so transferred shall not exceed twenty-two and one half per centum of the issued share capital for the time being of the company."
part4,"Registration of to the treasury as member company, &c.",70,5,c,,"Any shares in any company which are transferred under this subsection to a local authority shall, for the purposes only of subsection (3) of this section and notwithstanding the transfer, be deemed to be shares held on behalf of the Government."
part4,Sections 68 to 70 to prevail over company law,71,,,,The provisions of sections 68 to 70 shall have effect notwithstanding anything to the contrary in any written law relating to companies or in the memorandum or articles of association of a company.
part4,Scheme for amalgamation of companies or transfer of business.,72,1,,,"The Minister may require the Commissioner to prepare and present a -scheme-(a) for the amalgamation of any or all of the companies which are authorized under this Act to provide omnibus services in any area or on any routes specified by the Minister; or(b) for the transfer to any one of such companies of the business previously authorized under this Act to be carried on by any other such company or companies in any area or on any routes so specified ; or(c) for the formation of a new company, and the transfer to it of the business previously authorized under this Act to be carried on by any other company or companies in any area or on any routes so specified.In this subsection, "" authorized "" means authorized by a .stage carriage permit or two or more such permits."
part4,Scheme for amalgamation of companies or transfer of business.,72,1,a,,for the amalgamation of any or all of the companies which are authorized under this Act to provide omnibus services in any area or on any routes specified by the Minister; or
part4,Scheme for amalgamation of companies or transfer of business.,72,1,b,,for the transfer to any one of such companies of the business previously authorized under this Act to be carried on by any other such company or companies in any area or on any routes so specified ; or
part4,Scheme for amalgamation of companies or transfer of business.,72,1,c,,"for the formation of a new company, and the transfer to it of the business previously authorized under this Act to be carried on by any other company or companies in any area or on any routes so specified."
part4,Scheme for amalgamation of companies or transfer of business.,72,1,c,,"In this subsection, "" authorized "" means authorized by a .stage carriage permit or two or more such permits."
part4,Scheme for amalgamation of companies or transfer of business.,72,2,,,"For the purposes of the preparation of any scheme referred to in subsection (1), the Commissioner-(a) shall hold such inquiries as may be necessary in consultation with the companies concerned;(b) may require any company concerned to furnish to the Commissioner such particulars and other information as he may consider necessary relating to its shares and debentures, its assets and liabilities, and generally to the business carried on under the authority of stage carriage permits, and to produce for examination books or documents containing such particulars or information ; and(c) shall refer to arbitration any dispute between any such companies upon any question relating to the value of shares, assets or liabilities, or to the value of any business which is to be transferred under the proposed scheme, or to the number of shares in any existing or amalgamated or new company which are to be allotted under the proposed scheme."
part4,Scheme for amalgamation of companies or transfer of business.,72,2,a,,shall hold such inquiries as may be necessary in consultation with the companies concerned;
part4,Scheme for amalgamation of companies or transfer of business.,72,2,b,,"may require any company concerned to furnish to the Commissioner such particulars and other information as he may consider necessary relating to its shares and debentures, its assets and liabilities, and generally to the business carried on under the authority of stage carriage permits, and to produce for examination books or documents containing such particulars or information ; and"
part4,Scheme for amalgamation of companies or transfer of business.,72,2,c,,"shall refer to arbitration any dispute between any such companies upon any question relating to the value of shares, assets or liabilities, or to the value of any business which is to be transferred under the proposed scheme, or to the number of shares in any existing or amalgamated or new company which are to be allotted under the proposed scheme."
part4,Scheme for amalgamation of companies or transfer of business.,72,3,,,"In any scheme prepared under this section, the Commissioner shall have regard to and be bound by the decision given upon any dispute referred for arbitration as hereinbefore provided."
part4,Scheme for amalgamation of companies or transfer of business.,72,4,,,"Where any scheme prepared by the Commissioner under this section is approved by the Minister, the Minister may by notice direct each company concerned, before such date as may be specified in the notice, to take all such steps as are necessary to carry out the scheme; and where any such company fails to comply with the notice before the date so specified or within such extended time as the Minister may allow, the Minister may in his discretion by order declare that the company is in default for the purposes of subsection (5)."
part4,Scheme for amalgamation of companies or transfer of business.,72,5,,,"Where by reason of an order made under subsection (4) any company is in default for the purposes of this subsection, then, notwithstanding anything in section 50, every stage carriage permit previously granted to that company shall, according as the Minister may in his discretion determine, either cease to be in force on a date to be fixed by the Minister or be altered by the Commissioner by the attachment thereto of a condition that no passenger is both picked up and set down in the area or on the routes to which the scheme relates. Every determination of the Minister under the preceding provisions of this subsection shall be final and shall not be subject to an appeal; and accordingly no appeal shall lie against the attachment to any permit of the condition referred to in the preceding provisions of this subsection."
part4,Scheme for amalgamation of companies or transfer of business.,72,6,,,"(a) Any dispute required by subsection (2) of this section to be referred to arbitration shall be so referred by the Commissioner to a single arbitrator appointed by him, or where any party to the dispute so requires to three persons so appointed. Where three persons are so appointed, they shall constitute a board of arbitration and one of such persons designated by the Commissioner shall be the chairman of the board.(b) In the event of any. difference of opinion among the members of the board of arbitration the decision of the majority shall be the decision of the board.(c) Regulations may be made-(i) in respect of all matters relating to or connected with the conduct of proceedings upon arbitration under this section; and(ii) providing for the payment of fees to persons appointed under this section as arbitrators or as members of the board of arbitration."
part4,Scheme for amalgamation of companies or transfer of business.,72,6,a,,"Any dispute required by subsection (2) of this section to be referred to arbitration shall be so referred by the Commissioner to a single arbitrator appointed by him, or where any party to the dispute so requires to three persons so appointed. Where three persons are so appointed, they shall constitute a board of arbitration and one of such persons designated by the Commissioner shall be the chairman of the board."
part4,Scheme for amalgamation of companies or transfer of business.,72,6,b,,In the event of any. difference of opinion among the members of the board of arbitration the decision of the majority shall be the decision of the board.
part4,Scheme for amalgamation of companies or transfer of business.,72,6,c,,Regulations may be made-(i) in respect of all matters relating to or connected with the conduct of proceedings upon arbitration under this section; and(ii) providing for the payment of fees to persons appointed under this section as arbitrators or as members of the board of arbitration.
part4,Scheme for amalgamation of companies or transfer of business.,72,6,c,i,in respect of all matters relating to or connected with the conduct of proceedings upon arbitration under this section; and
part4,Scheme for amalgamation of companies or transfer of business.,72,6,c,ii,providing for the payment of fees to persons appointed under this section as arbitrators or as members of the board of arbitration.
part4,Permits required for passengers in hiring cars as separate fares.,73,1,,,"No hiring car shall, on or after the appointed date, be used for the carriage of passengers for fee or reward at separate fares except under the authority of a stage carriage permit for a regular hiring car service granted by the Commissioner under this Part and for the time being in force."
part4,Permits required for passengers in hiring cars as separate fares.,73,2,,,"For the purposes of subsection (I), where persons are carried in a hiring car for any journey in consideration of separate payments made by them, whether to the owner of the hiring car or to any other person, the hiring car shall be deemed to be used for the carriage of passengers for fee or reward at separate fares, whether the payments are solely in respect of the journey or not."
part4,Permits required for passengers in hiring cars as separate fares.,73,3,,,"The provisions of sections 47 to 64 relating to regular services shall apply, mutatis mutandis, in all respects in relation to applications for and the grant of stage carriage permits for regular hiring car services and to any permit so granted; and for the purposes of such application every reference in any of the aforesaid provisions to an omnibus or a regular service shall be deemed to include a reference to a hiring car or a regular hiring car service, as the case may be:"
part4,Permits required for passengers in hiring cars as separate fares.,73,3,,,"Provided, however, that regulations may be made modifying the provisions of any of the aforesaid sections in their application in relation to any of the matters aforesaid or declaring that any such provision shall not have effect in relation thereto."
part4,Prohibition of grant of stage carriage permits for regular hiring car services in respect of certain routes,73A,,,,"With effect from the date on which any stage carriage permit for a regular hiring car service in Sri Lanka ceases to be in force under section 16 of the Motor Transport Act, No. 48 of 1957(Repealed by the Transport Board Law, No. 19 of 1978.), no stage carriage permit for a regular hiring car service shall be granted to any person in respect of the route or routes on which regular hiring car services were provided under the authority of the permit which so ceases to be in force."
part4,Permits required for private coaches.,74,1,,,"No private coach shall, on or after the appointed date, be used on any highway except under the authority of a private coach permit granted by the Commissioner under this Part and for the time being in force."
part4,Permits required for private coaches.,74,2,,,"The provisions of subsection (1) shall not apply to any private coach which is used by any dealer on any highway if, but only if, it is so used under and in accordance with a dealer's licence issued under Part III."
part4,Permits required for private coaches.,74,3,,,"Every application for a private coach permit shall be made to the Commissioner in such form as he may provide for the purpose and may be granted or refused in his discretion. The determination of the Commissioner upon any such application, or in respect of any matter for which provision is made in sections 75 to 77 or in any regulation made under section 78, shall be final and conclusive."
part4,Authorized carriage under private coach permit,75,1,,,"A private coach permit granted under this Part shall entitle the holder thereof to use each private coach specified in the permit for the carriage of persons and their personal luggage, otherwise than for fee or reward, for any purpose specified in the permit and in accordance with the conditions attached thereto."
part4,Authorized carriage under private coach permit,75,2,,,"Regulations may be made declaring that any payment, made by a person of any prescribed description of persons and in the prescribed circumstances, in respect of the carriage of that person in a private coach shall be for the purposes of subsection (1) an exempted payment; and any such regulation may make different provisions with respect to private coaches used by persons of different descriptions or for different purposes."
part4,Authorized carriage under private coach permit,75,2,,,A person shall not be deemed for the purposes of subsection (1) to be carried on any private coach for fee or reward by reason only that he makes or has made in respect of such carriage any payment so declared to be an exempted payment.
part4,Specification of private coach in permit,76,1,,,"The Commissioner shall, at the time of the grant of a private coach permit, specify therein, by reference to its distinctive number and such other particulars as he may consider necessary, each private coach the use of which is authorized by the permit: Provided, however, that in the case of a coach that has not been registered at the time of the grant of the permit, the Commissioner may specify that coach by reference to such particulars as are available, and shall in any such case enter in the permit the distinctive number and other necessary particulars prior to the issue under Part III of a revenue licence for that coach."
part4,Specification of private coach in permit,76,2,,,"No private coach permit shall be granted to any person authorizing the use of any private coach unless that person is the registered owner of that coach, or in a case referred to in the proviso to subsection (1), the Commissioner is satisfied that such person intends to be registered as the owner of that coach."
part4,Eligibility for private coach permits.,77,,,,A private coach permit shall not be granted except-
part4,Eligibility for private coach permits.,77,a,,,"to a person for the time being in charge of a school, in order to authorize the carriage of students of the school and of persons employed on the staff thereof; or"
part4,Eligibility for private coach permits.,77,b,,,"to an airways undertaking, in order to authorize the carriage to and from airports of aircraft passengers and of persons employed in the undertaking; or"
part4,Eligibility for private coach permits.,77,c,,,"to any employer, (including a department of Government or other public or local authority), in order to authorize the carriage of persons employed by or under the employer; or"
part4,Eligibility for private coach permits.,77,d,,,"to any other person of any prescribed class or description of persons, in order to authorize the carriage of persons for any prescribed purpose,"
part4,"Regulations may be made for the purposes of carrying out or giving effect to the provisions of sections 74 to 77 ; and without prejudice to the generality of the powers hereinbefore conferred, any such regulation may provide-",78,,,,"Regulations may be made for the purposes of carrying out or giving effect to the provisions of sections 74 to 77 ; and without prejudice to the generality of the powers hereinbefore conferred, any such regulation may provide-"
part4,Regulations as to private coach permits,78,a,,,"the particulars to be contained in applications for private coach permits, and the fees payable in respect thereof;"
part4,Regulations as to private coach permits,78,b,,,"for the conditions which shall or may be attached to such permits, the variation, modification or rescission of conditions or the addition of new conditions;"
part4,Regulations as to private coach permits,78,c,,,for the revocation or suspension of such permits;
part4,Regulations as to private coach permits,78,d,,,for the duration of such permits ; and
part4,Regulations as to private coach permits,78,e,,,the plates and marks to be carried on private coaches and the manner in which they are to be displayed.
part5,Permits required for lorries,79,1,,,"No lorry shall, on or after the appointed date, be used on any highway except under the authority of a permit granted by the Commissioner under this Part and for the time being in force."
part5,Permits required for lorries,79,2,,,"The provisions of subsection (1) shall not apply to any lorry which is used by any dealer on any highway, if, but only if, it is so used under and in accordance with a dealer's licence issued under Part III."
part5,Permits required for lorries,79,3,,,"The provisions of subsection (1) shall not apply to any trailer with a pay-load not exceeding ten hundredweight, if, but only if, it is being drawn by a private car and is being used for the carriage of goods authorized by section 178 or by regulations made under subsection (4) of that section to be carried on a private car."
part5,Classes of goods carriage permit.,80,,,,"A permit authorizing the use of a lorry shall be of one of the following classes, that is to say:-"
part5,Classes of goods carriage permit.,80,a,,,a public carrier's permit; and
part5,Classes of goods carriage permit.,80,b,,,a private carrier's permit.
part5,Classes of goods carriage permit.,81,1,,,"A public carrier's permit shall Authorized entitle the holder thereof to use the lorries good carriage. specified in the permit (hereinafter referred to as "" the authorized lorries "")-(a) for the carriage of goods for fee or reward, and(b) for the carriage of goods for or in connexion with his business as a carrier of goods, whether by road transport or any other means of transport, and for such storage or warehousing of goods as may be incidental to his business as a carrier; and(c) in the case of a permit held by a person carrying on a canal, dock or harbour undertaking, for the carriage of goods for or in connexion with that undertaking; and(d) for the carriage of goods of which he is the owner."
part5,Classes of goods carriage permit.,81,1,a,,"for the carriage of goods for fee or reward, and"
part5,Classes of goods carriage permit.,81,1,b,,"for the carriage of goods for or in connexion with his business as a carrier of goods, whether by road transport or any other means of transport, and for such storage or warehousing of goods as may be incidental to his business as a carrier; and"
part5,Classes of goods carriage permit.,81,1,c,,"in the case of a permit held by a person carrying on a canal, dock or harbour undertaking, for the carriage of goods for or in connexion with that undertaking; and"
part5,Classes of goods carriage permit.,81,1,d,,for the carriage of goods of which he is the owner.
part5,Classes of goods carriage permit.,81,2,,,"A private carrier's permit shall entitle the holder thereof to use the lorries specified in the permit (hereinafter referred to as it the authorized lorries"") for the carriage of goods, otherwise than for fee or reward-(a) for or in connexion with any trade or business carried on by him and specified in the permit; or(b) for any other purpose so specified."
part5,Classes of goods carriage permit.,81,2,a,,for or in connexion with any trade or business carried on by him and specified in the permit; or
part5,Classes of goods carriage permit.,81,2,b,,for any other purpose so specified.
part5,Classes of goods carriage permit.,81,3,,,"The carriage of goods, by a person engaged in any trade or business, in any case mentioned in any of the following paragraphs shall not be deemed to be carriage for fee or reward :-(a) the delivery or collection by that person, of goods sold, used or let on hire or hire-purchase in the course of that trade or business;(b) the delivery or collection, by that person of goods which have been, or are to be, subjected to a process of treatment or manufacture in the course of that trade or business ;(c) where that trade or business is that of a manufacturer, agent or dealer in any goods, the carriage of goods for demonstration purposes in a lorry;(d) where that person is a manufacturer of motor vehicles, the carriage of goods by him under and in accordance with regulations made in that behalf;(e) where that person is engaged in agriculture in any locality, the carriage by him of goods for or in connexion with the business of agriculture carried on by any other person in the same locality ; and accordingly a private carrier's permit shall be sufficient to authorize any such carriage by that person."
part5,Classes of goods carriage permit.,81,3,a,,"the delivery or collection by that person, of goods sold, used or let on hire or hire-purchase in the course of that trade or business;"
part5,Classes of goods carriage permit.,81,3,b,,"the delivery or collection, by that person of goods which have been, or are to be, subjected to a process of treatment or manufacture in the course of that trade or business ;"
part5,Classes of goods carriage permit.,81,3,c,,"where that trade or business is that of a manufacturer, agent or dealer in any goods, the carriage of goods for demonstration purposes in a lorry;"
part5,Classes of goods carriage permit.,81,3,d,,"where that person is a manufacturer of motor vehicles, the carriage of goods by him under and in accordance with regulations made in that behalf;"
part5,Classes of goods carriage permit.,81,3,e,,"where that person is engaged in agriculture in any locality, the carriage by him of goods for or in connexion with the business of agriculture carried on by any other person in the same locality ; and accordingly a private carrier's permit shall be sufficient to authorize any such carriage by that person."
part5,Classes of goods carriage permit.,81,4,,,"For the purposes of this Part of this Act, the performance of its functions by any department of Government, or a local authority, or any prescribed public authority, shall be deemed to be the carrying on of a trade or business."
part5,Specification of authorized lorries in permits,82,1,,,"The Commissioner shall, at the time of the grant of a permit under this Part, specify therein, by reference to its distinctive number and such other particulars as he may consider necessary, each lorry the use of which is authorized by the permit;"
part5,Specification of authorized lorries in permits,82,1,,,"Provided, however, that in the case of a lorry which has not been registered under Part I at the time of the grant of the permit, the Commissioner may specify that lorry by reference to such particulars as are available, and shall in any such case enter in the permit the distinctive number and other necessary particulars prior to the issue under Part III of a revenue licence for that lorry."
part5,Specification of authorized lorries in permits,82,2,,,"No lorry shall be or be capable of being specified as an authorized lorry-(a) in any permit, unless the holder of the permit is the registered owner of that lorry, or in a case referred to in the proviso to subsection (1), the Commissioner is satisfied that the holder intends to be registered as the owner of the lorry ; or(b) in any permit, other than a short-term permit, if that lorry is already specified as an authorized lorry in any other permit, other than a short-term permit granted under this Part whether to the same or a different person"
part5,Specification of authorized lorries in permits,82,2,a,,"in any permit, unless the holder of the permit is the registered owner of that lorry, or in a case referred to in the proviso to subsection (1), the Commissioner is satisfied that the holder intends to be registered as the owner of the lorry ; or"
part5,Specification of authorized lorries in permits,82,2,b,,"in any permit, other than a short-term permit, if that lorry is already specified as an authorized lorry in any other permit, other than a short-term permit granted under this Part whether to the same or a different person"
part5,Restriction of use of authorized lorries.,83,1,,,No lorry which is for the time being specified as an authorized lorry in any public carrier's permit shall be used for the carriage of goods for any purpose other than a purpose mentioned in subsection (1) of section 81.
part5,Restriction of use of authorized lorries.,83,2,,,"Subject as hereinafter provided, no lorry which is for the time being specified as an authorized lorry in any private carrier's permit shall be used for the carriage of goods for fee or reward ;"
part5,Restriction of use of authorized lorries.,83,2,,,"Provided, however, that the Commissioner may, in any case of emergency and subject to such conditions as he may consider necessary, authorize the holder of a private carrier's permit to use an authorized lorry for the carriage of goods for any other person to whom he lets the lorry, if the Commissioner is satisfied that the requirements of such other person cannot be conveniently met from other sources."
part5,Duration of permits.,84,1,,,"Subject to the provisions of section 85, the period (hereinafter referred to as "" the currency period "") for which a permit under this Part shall be in force shall-(a) in the case of a public carrier's permit, be the period of two years from the date on which it is expressed to come into force; and(b) in the case of a private carrier's permit, be the period of three years from the date on which it is expressed to come into force:"
part5,Duration of permits.,84,1,a,,"in the case of a public carrier's permit, be the period of two years from the date on which it is expressed to come into force; and"
part5,Duration of permits.,84,1,b,,"in the case of a private carrier's permit, be the period of three years from the date on which it is expressed to come into force:"
part5,Duration of permits.,84,1,b,,"Provided, however, that in the case of the first grant to an applicant of a permit under this Part the permit may, if the Commissioner considers it expedient for the purposes of administrative convenience, be expressed to be in force for a period exceeding or falling short of the currency period by not more than six months; and different periods may be so specified in the case of such permits granted to different applicants."
part5,Duration of permits.,84,2,,,"In any case where before the expiration of a permit under this Part, other than a short-term permit referred to in section 85, the holder thereof applies for a permit authorizing the use of lorries for substantially the same purposes as those authorized by the existing permit, the existing permit shall continue in force until the application is finally disposed of, without prejudice, however, to the exercise in the meantime of the powers conferred by section 94."
part5,Short-term permits.,85,1,,,"With a view to enabling lorries to be used temporarily-(a) for the purposes of a seasonal business;(b) for the purposes of the execution of a particular piece of work; or(c) for any other purpose of limited duration, the Commissioner may grant a short-term permit under this Part of any class for any period not exceeding three months."
part5,Short-term permits.,85,1,a,,for the purposes of a seasonal business;
part5,Short-term permits.,85,1,b,,for the purposes of the execution of a particular piece of work; or
part5,Short-term permits.,85,1,c,,"for any other purpose of limited duration, the Commissioner may grant a short-term permit under this Part of any class for any period not exceeding three months."
part5,Short-term permits.,85,2,,,"Where an application for a permit under this Part for the currency period is made for the first time under this Act by any person, the Commissioner, if for administrative reasons he deems it desirable so to do, may, pending the determination of the application grant to the applicant-(a) in the case of an application for a public carrier's permit, a short-term permit under this Part expressed to be in force for any period not exceeding twelve months; and(b) in the case of an application for a private carrier's permit, a short-term permit under this Part expressed to be in force for any period not exceeding three months."
part5,Short-term permits.,85,2,a,,"in the case of an application for a public carrier's permit, a short-term permit under this Part expressed to be in force for any period not exceeding twelve months; and"
part5,Short-term permits.,85,2,b,,"in the case of an application for a private carrier's permit, a short-term permit under this Part expressed to be in force for any period not exceeding three months."
part5,Short-term permits.,85,2,b,,Any short-term permit granted under this subsection shall cease to be in force on the date on which the permit granted to the applicant for the currency period is expressed to come into force.
part5,Applications for permits.,86,1,,,Every application for a permit under this Part shall be made to the Commissioner.
part5,Applications for permits.,86,2,,,Every application for a permit under this Part for the currency period shall be made not less than three months before the date on which the applicant requires the permit to come into force.
part5,Applications for permits.,86,3,,,"Every applicant for a permit under this Part shall submit, together with his application, a statement in such form as the Commissioner may provide for the purpose-(a) containing such particulars as may be prescribed as respects the lorries proposed to be used under the permit;(b) furnishing particulars of the area (hereinafter referred to as "" the proposed area of operation"") in which it is proposed to carry goods under the authority of the permit;(c) specifying the place or places, if any, outside the proposed area of operation, between or from or to which it is proposed to carry goods under the authority of the permit and the route or routes to be used for such carriage; and(d) in the case of an application for a public carrier's permit, specifying the facilities for the transport of goods intended to be provided for other persons under the authority of the permit."
part5,Applications for permits.,86,3,a,,containing such particulars as may be prescribed as respects the lorries proposed to be used under the permit;
part5,Applications for permits.,86,3,b,,"furnishing particulars of the area (hereinafter referred to as "" the proposed area of operation"") in which it is proposed to carry goods under the authority of the permit;"
part5,Applications for permits.,86,3,c,,"specifying the place or places, if any, outside the proposed area of operation, between or from or to which it is proposed to carry goods under the authority of the permit and the route or routes to be used for such carriage; and"
part5,Applications for permits.,86,3,d,,"in the case of an application for a public carrier's permit, specifying the facilities for the transport of goods intended to be provided for other persons under the authority of the permit."
