c1,c2,c3,c4,c5,c6
Visitor's temporary licence,44,6,,,Such plates shall be displayed as prescribed and shall be returned to the Commissioner-General on the expiry of the licence.
Visitor's temporary licence,44,7,,,The owner of the visitor's temporary licence shall de-register the temporary registration of such vehicle prior to it's exportation.
Restrictions on use of motor vehicle in contravention of revenue licence.,45,1,,,"No person shall use any motor vehicle for any purpose not authorized by the revenue licence for the time being in force for that vehicle, or in contravention of any of the conditions contained in that licence."
Restrictions on use of motor vehicle in contravention of revenue licence.,45,2,,,The Commissioner-General may issue a permit for the purpose of
Restrictions on use of motor vehicle in contravention of revenue licence.,45,2,a,,authorizing a motor car or a motor tricycle to be used for a specified period for the carriage of samples of goods not exceeding one hundred kilograms in weight ; or
Restrictions on use of motor vehicle in contravention of revenue licence.,45,2,b,,authorizing a motor car or a motor tricycle to be used for a specified period for the carriage of mails or newspapers ; or
Restrictions on use of motor vehicle in contravention of revenue licence.,45,2,c,,"authorizing an omnibus to be used, subject to such conditions as may be specified in the permit for the carriage of mails or newspapers."
Restrictions on use of motor vehicle in contravention of revenue licence.,45,3,,,"Regulations may be made empowering the Commissioner- General, in any case not provided for in subsection (2), to issue a permit authorizing the use of any motor vehicle for any specified purpose not authorized by the revenue licence for the time being in force for that vehicle, and prescribing the conditions subject to which any such permit may be issued."
Restrictions on use of motor vehicle in contravention of revenue licence.,45,4,,,No person shall be deemed to have contravened the provisions of subsection (1) by reason only of the use of a motor vehicle in accordance with any permit issued under subsection (2) or under any regulation made under subsection (3).
Permits required for omnibuses.,46,1,,,"No omnibus shall, on or after the appointed date, be used on any road except under the authority of a stage carriage permit granted by the Commissioner-General under this Part and for the time being in force."
Permits required for omnibuses.,46,2,,,"The provisions of subsection (1) shall not apply to an omnibus owned by the Sri Lanka Central Transport Board or any Regional Transport Board established under the Transport Board Law, No. 19 of 1978, or to any omnibus which is used by any dealer on any road if but only if, it is so used under and in accordance with a dealer's licence issued under Part III."
Classes of stage carriage permit.,47,,,,"A permit authorizing the use of an omnibus shall be one of the following classes, that is to say:"
Classes of stage carriage permit.,47,a,,,a stage carriage permit for an occasional service; and
Classes of stage carriage permit.,47,b,,,a private coach permit.
Authorized passenger carriage by omnibus,48,,,,"A stage carriage permit for an occasional service shall entitle the holder thereof to use an omnibus of which he is the registered owner for the purpose of the operation of an occasional service, on the occasion of any festival, fair, exhibition, excursion, or any other event for the carriage of passengers in accordance with the conditions attached to the permit."
Specification of authorized omnibuses in permits for occasional,49,,,,"The Commissioner-General may, at the time of the grant of a stage carriage permit for an occasional service, specify therein, by reference to its distinctive number and such other particulars as he may consider necessary, each omnibus the use of which is authorized by the permit, and in any such case, no omnibus other than an omnibus so specified shall be used for the purposes of the service."
Duration of stage carriage permits.,50,,,,The period for which a stage carriage stage carriage permit for an occasional service shall be in force shall be such period as is specified in the permit.
Application for stage carriage permit.,51,1,,,Every application for a stage carriage permit shall be made to the Commissioner-General in such form as the Commissioner-General may provide for the purpose.
Application for stage carriage permit.,51,2,,,"Every applicant for a stage carriage permit shall submit together with his application, a statement in such form as the Commissioner- General may provide for the purpose, containing"
Application for stage carriage permit.,51,2,a,,"particulars of the type, or types of the omnibuses proposed to be used under the permit ; and"
Application for stage carriage permit.,51,2,b,,such other particulars as the Commissioner-General may require.
Certificates of eligibility for permits for occasional services.,54,1,,,A stage carriage permit for an occasional service shall not be granted to any person other than-
Certificates of eligibility for permits for occasional services.,54,1,a,,the holder of a stage carriage permit for a regular service ; or
Certificates of eligibility for permits for occasional services.,54,1,b,,a person who is the holder of a certificate of eligibility for permits for occasional services.
Certificates of eligibility for permits for occasional services.,54,2,,,An application for a certificate of eligibility for occasional services may be made by any person carrying on or proposing to carry on the business of carriage of passengers on tours or excursions.
Certificates of eligibility for permits for occasional services.,54,3,,,Every application for a certificate of eligibility under this section shall be made to the Commissioner-General and shall be disposed of in his discretion.
Certificates of eligibility for permits for occasional services.,54,4,,,The grant to any person of a certificate of eligibility under this section shall not be deemed or construed in any way to limit or affect the right of the Commissioner-General to refuse any application by that person for a stage carriage permit for an occasional service.
Certificates of eligibility for permits for occasional services.,54,6,,,"In any case where a stage carriage permit for an occasional service can lawfully be granted to any person and the Commissioner-General is unable to grant a permit prior to the time at which the service is proposed to be commenced, the Commissioner-General may orally authorize the applicant to provide the service ; and any service provided in accordance with such oral authority shall be deemed to be a service provided under a stage carriage permit if the prescribed fee for the requisite permit is paid within seven days of the date on which the service was provided."
Conditions attached to permits.,57,,,,"Subject to the provisions of this Act and of any regulations made in that behalf, the Commissioner-General may attach to any stage carriage permit all such conditions as he may think fit to impose, for securing the safety and convenience of the public, including conditions requiring-"
Conditions attached to permits.,57,a,,,that the fares to be charged shall be such as may be specified in the permit;
Conditions attached to permits.,57,b,,,that the service shall be operated in accordance with a time- table specified in the permit;
Conditions attached to permits.,57,c,,,that every omnibus used on the service shall be of a specified type and be maintained at all times in a fit and serviceable condition;
Conditions attached to permits.,57,d,,,that no omnibus shall be used on the service unless a certificate of fitness in respect thereof is in force for the time being;
Conditions attached to permits.,57,e,,,that the requirements of any written law with respect to the time for which drivers or conductors of omnibuses may remain continuously on duty and to their hours of work or rest and to their wages are complied with in the case of the drivers and conductors of the omnibuses used under the authority of the permit;
Conditions attached to permits.,57,f,,,that the speed limits prescribed by any written law and applicable in the case of omnibuses shall be observed in the operation of the service.
Revocation or suspension of permits.,60,1,,,"Subject to the provisions of this section, the Commissioner- General may revoke any stage carriage permit or suspend any permit for any specified period on the ground that any of the conditions attached to the permit have not been complied with."
Revocation or suspension of permits.,60,2,,,"The Commissioner-General shall not make a determination that a stage carriage permit be revoked or suspended unless satisfied that such revocation or suspension is necessary by reason of the frequency of the breach of conditions, or of any breach having been committed wilfully or to the danger of the public."
Revocation or suspension of permits.,60,5,,,The provisions of this section shall not affect or prejudice the institution or maintenance in any case of a prosecution for any offence under this Act or any other written law.
"Provision as to transferability & c, of permits.",61,1,,,The holder of a stage carriage permit shall not transfer or assign the permit to any other person.
"Provision as to transferability & c, of permits.",61,2,,,"In the event of the death of the holder of a stage carriage permit, the person having the custody of the omnibus or the majority of the omnibuses used under the authority of the permit shall forthwith give notice of the death to the Commissioner-General; and if that person, within fourteen days of the death of the holder, makes application to the Commissioner-General for a new permit in substitution for the existing permit, that person shall be deemed for the purposes of this Act to be the holder of the existing permit during the period commencing on the date of the death and ending on the date of the grant or refusal of the application: Provided, however, that no stage carriage permit shall by reason of the preceding provisions of this section be deemed to be in force at any time after the period for which the permit was granted."
Regulations,64,,,,Regulations may be made with respect to all or any of the following matters:-
Regulations,64,a,,,"the procedure on applications for, and the determination of, questions in connexion with the grant, suspension and revocation of stage carriage permits, the fees payable in respect of such applications and permits, and the manner in which such fees shall be payable;"
Regulations,64,c,,,the plates and marks to be carried on omnibuses and the manner in which they are to be displayed;
Regulations,64,d,,,the records to be kept by holders of such permits in relation to the persons employed by such holder as drivers or conductors of omnibuses and to the times of the commencement and cessation of work by such persons and the intervals of rest taken by them;
Regulations,64,e,,,the documents to be carried by drivers of omnibuses and the particulars to be entered therein;
Regulations,64,f,,,the records to be kept in respect of the journeys performed by omnibuses;
Regulations,64,g,,,"the preservation of records so kept, the inspection of such records by any authority specified in the regulation, and the production for the purposes of such inspection of such records on demand made by any such authority."
Permits required for private coaches.,74,1,,,"No private coach shall, on or after the appointed date, be used on any road except under the authority of a private coach permit granted by the Commissioner-General under this Part and for the time being in force."
Permits required for private coaches.,74,2,,,"The provisions of subsection (1) shall not apply to any private coach which is used by any dealer on any road if, but only if, it is so used under and in accordance with a dealer's licence issued under Part III."
Permits required for private coaches.,74,3,,,"Every application for a private coach permit shall be made to the Commissioner-General in such form as he may provide for the purpose and may be granted or refused in his discretion. The determination of the Commissioner-General upon any such application, or in respect of any matter for which provision is made in sections 75 to 77 or in any regulation made under section 78, shall be final and conclusive."
Authorized carriage under private coach permit.,75,1,,,"A private coach permit granted under this Part shall entitle the holder thereof to use each private coach specified in the permit for the carriage of persons and their personal luggage, otherwise than for fee or reward, for any purpose specified in the permit and in accordance with the conditions attached thereto."
Authorized carriage under private coach permit.,75,2,,,"Regulations may be made declaring that any payment, made by a person of any prescribed description of persons and in the prescribed circumstances, in respect of the carriage of that person in a private coach shall be for the purposes of subsection (1) an exempted payment; and any such regulation may make different provisions with respect to private coaches used by persons of different descriptions or for different purposes. A person shall not be deemed for the purposes of subsection (1) to be carried on any private coach for fee or reward by reason only that he makes or has made in respect of such carriage any payment so declared to be an exempted payment."
Specification of private coach in permit,76,1,,,"The Commissioner-General shall, at the time of the grant of a private coach permit, specify therein, by reference to its distinctive number and such other particulars as he may consider necessary, each private coach the use of which is authorized by the permit: Provided, however, that in the case of a coach that has not been registered at the time of the grant of the permit, the Commissioner-General may specify that coach by reference to such particulars as are available, and shall in any such case enter in the permit the distinctive number and other necessary particulars prior to the issue under Part III of a revenue licence for that coach."
Specification of private coach in permit,76,2,,,"No private coach permit shall be granted to any person authorizing the use of any private coach unless that person is the registered owner of that coach, or in a case referred to in the proviso to subsection (1), the Commissioner-General is satisfied that such person intends to be registered as the owner of that coach."
Eligibility for private coach permits.,77,,,,A private coach permit shall not be granted except-
Eligibility for private coach permits.,77,a,,,"to a person for the time being in charge of a school, in order to authorize the carriage of students of the school and of persons employed on the staff thereof; or"
Eligibility for private coach permits.,77,b,,,"to an airways undertaking, in order to authorize the carriage to and from airports of aircraft passengers and of persons employed in the undertaking; or"
Eligibility for private coach permits.,77,c,,,"to any employer, (including a department of Government or other public or local authority), in order to authorize the carriage of persons employed by or under the employer; or"
Eligibility for private coach permits.,77,d,,,"to any other person of any prescribed class or description of persons, in order to authorize the carriage of persons for any prescribed purpose,"
Regulations as to private coach permits.,78,,,,"Regulations may be made for the purposes of carrying out or giving effect to the provisions of sections 74 to 77; and without prejudice to the generality of the powers hereinbefore conferred, any such regulation may provide-"
Regulations as to private coach permits.,78,a,,,"the particulars to be contained in applications for private coach permits, and the fees payable in respect thereof;"
Regulations as to private coach permits.,78,b,,,"for the conditions which shall or may be attached to such permits, the variation, modification or rescission of conditions or the addition of new conditions;"
Regulations as to private coach permits.,78,c,,,for the revocation or suspension of such permits;
Regulations as to private coach permits.,78,d,,,for the duration of such permits; and
Regulations as to private coach permits.,78,e,,,the plates and marks to be carried on private coaches and the manner in which they are to be displayed.
Users of motor vehicles to be insured or secured against or third- party risks.,99,1,,,"Save as is otherwise provided in subsection (2), no person shall use or drive, cause or permit any other person to use or drive, a motor vehicle on a road unless there is in force in relation to the use of the vehicle by that person or that other person, as the case may be, a policy of insurance, or a security, in respect of third-party risks, in conformity with the requirements of this Part."
Users of motor vehicles to be insured or secured against or third- party risks.,99,2,,,"The provisions of subsection (1) shall not apply in the case of a motor vehicle belonging to the State or a local authority at any time when the motor vehicle is being used or driven for the purposes of the State service or, as the case may be, by a servant of the local authority in the course of his employment."
Requirements as to policies of insurance.,100,1,,,In order to conform to the requirements of this Part a policy of insurance in relation to the use of a motor vehicle must be a policy which-
Requirements as to policies of insurance.,100,1,a,,"is issued by an insurer (hereinafter referred to as an 'authorized insurer') who is authorized by the Minister in charge of the subject of Trade, subject to such conditions as may be prescribed, to issue policies of insurance for the purposes of this Part; and"
Requirements as to policies of insurance.,100,1,b,,"insures, in accordance with the provisions of paragraph (c), such person, persons or classes of persons as may be specified in the policy in respect of any liability which may be incurred by him or them in respect of the death of or bodily injury to any person caused by or arising out of the use of the motor vehicle on a road; and"
Requirements as to policies of insurance.,100,1,b,i,"in the case of a motor coach covers any liability which is referred to in paragraph (b) and which may be incurred in respect of any one accident, up to an amount which shall not be less than twenty thousand rupees in respect of persons other than passengers, and up to an amount which shall not be less than two thousand rupees in respect of each passenger authorized to be carried therein;"
Requirements as to policies of insurance.,100,1,b,ii,"in the case of a motor lorry, covers any liability which is referred to in paragraph (b) and which may be incurred in respect of any one accident, up to an amount which shall not be less than twenty thousand rupees; or"
Requirements as to policies of insurance.,100,1,b,iii,"in the case of any other motor vehicle, covers any such liability which is referred to in paragraph (b) as may actually be incurred:"
Requirements as to policies of insurance.,100,1,,,Provided that nothing in this subsection shall be deemed to require any such policy to cover-
Requirements as to policies of insurance.,100,1,i,,"liability in respect of the death of any person in the employment of a person insured by the policy, or in respect of bodily injury sustained by any person so employed, where such death or injury arises out of and in the course of such employment;"
Requirements as to policies of insurance.,100,1,ii,,"except in the case of a motor vehicle in which passengers are carried for fee or reward or by reason of or in pursuance of a contract of employment, liability in respect of the death of or bodily injury to persons being carried in or upon or entering or getting on to or alighting from the vehicle at the time of the occurrence of the event out of which the claims arise; or"
Requirements as to policies of insurance.,100,1,iii,,any contractual liability.
Requirements as to policies of insurance.,100,2,,,The conditions prescribed for the purposes of paragraph (a) of subsection (1) may include a condition requiring a deposit to be made by an insurer.
Requirements as to policies of insurance.,100,3,,,"Notwithstanding anything in any other law to the contrary, an insurer issuing a policy of insurance for the purposes of this Part shall be liable to indemnify the persons or classes of persons specified in the policy in respect of any liability which the policy purports to cover in the case of those persons or classes of persons."
Requirements as to policies of insurance.,100,4,,,A policy of insurance shall be of no effect for the purposes of this Part unless and until there is issued by the insurer to the person by whom the policy is effected a certificate in the prescribed form containing such particulars of any conditions subject to which the policy is issued and of such other matters as may be prescribed.
Requirements as to policies of insurance.,100,5,,,In this Part the expression 'policy of insurance' includes a covering note
Requirements as to securities.,101,1,,,In order to conform to the requirements of this Part a security in  relation to the use of a motor vehicle must-
Requirements as to securities.,101,1,a,,"be given either by an authorized insurer or by some person or body of persons carrying on in Sri Lanka or in any other part of the Commonwealth countries the business of giving such undertakings as are referred to in paragraph (b), and authorized by the Minister, subject to such conditions as may be prescribed, to give such security for the purposes of this Part; and"
Requirements as to securities.,101,1,b,,"consist of any undertaking by the giver of the security, subject to any conditions specified therein, to make good, up to an amount prescribed by section 100 (1) (c), in the case of a policy of insurance relating to a motor vehicle of that class, any failure on the part of the owner of the motor vehicle or such other persons or classes of persons as may be specified in the security, duly to discharge any such liability, required by section 100(1) to be covered by a policy of insurance, as may be incurred by him or them."
Requirements as to securities.,101,2,,,The conditions prescribed for the purposes of paragraph (a) of subsection (1) may include a condition requiring a deposit to be made by any person or body of persons desiring to be authorized to give security for the purposes of this Part.
Requirements as to securities.,101,3,,,"A security shall be of no effect for the purposes of this Part unless and until there is issued, by the person or body of persons giving the security to the person to whom it is given, a certificate in the prescribed form and containing such particulars of any conditions subject to which the security is issued and of such other matters as may be prescribed"
Certain conditions in policies or securities to be of no effect.,102,1,,,"Where a certificate of insurance has been issued in connexion with a policy of insurance, so much of the policy as purports to restrict, or attach conditions, to the insurance of any person insured thereby shall, save as is otherwise provided in subsection (4), be of no effect as respects any such liability as is required to be covered by section 100 (1) (b)."
Certain conditions in policies or securities to be of no effect.,102,2,,,"Any condition in a policy of insurance effected for the purposes of this Part, providing that no liability shall arise under the policy, or that any liability so arising shall cease, in the event of some specified thing being done or omitted to be done after the happening of the event giving rise to a claim under the policy, shall be of no effect in connexion with any claims in respect of any liability mentioned in section 100 (l)(b)."
Certain conditions in policies or securities to be of no effect.,102,3,,,Nothing in subsection (1) or subsection (2) shall be deemed to render void any provision in a policy of insurance requiring the person insured to repay to the insurer any sums which the insurer may have become liable to pay under the policy and which have been applied to the satisfaction of the claims of third parties.
Certain conditions in policies or securities to be of no effect.,102,4,,,"Nothing in subsection (1) shall apply in the case of any condition in a policy of insurance, being a condition which-"
Certain conditions in policies or securities to be of no effect.,102,4,a,,excludes the use of the motor vehicle to which the policy relates-
Certain conditions in policies or securities to be of no effect.,102,4,a,i,"for business purposes, except by the insured, or by some other named individual, in person;"
Certain conditions in policies or securities to be of no effect.,102,4,a,ii,"for business purposes, other than the business purposes of the insured ;"
Certain conditions in policies or securities to be of no effect.,102,4,a,iii,for the carriage of goods or samples in connexion with any trade or business ;
Certain conditions in policies or securities to be of no effect.,102,4,a,iv,for the carriage of persons or goods for fee or reward ;
Certain conditions in policies or securities to be of no effect.,102,4,a,v,for organized racing or speed testing;
Certain conditions in policies or securities to be of no effect.,102,4,a,vi,on a contract of letting and hiring;
Certain conditions in policies or securities to be of no effect.,102,4,b,,provides that the motor vehicle shall not be driven by a person other than-
Certain conditions in policies or securities to be of no effect.,102,4,b,i,the insured or any person driving with his express or implied permission;
Certain conditions in policies or securities to be of no effect.,102,4,b,ii,the insured or any person employed by him;
Certain conditions in policies or securities to be of no effect.,102,4,b,iii,any person or persons named in the policy;
Certain conditions in policies or securities to be of no effect.,102,4,c,,provides that the motor vehicle shall not be driven by- (i) any person or persons named in the policy; (ii) any person who is not the holder of a driving licence; (iii) any person whose driving licence has been cancelled or suspended or who is for the time being disqualified for obtaining a driving licence ; or
Certain conditions in policies or securities to be of no effect.,102,4,d,,"in the case of a motor cycle which has no side car attached thereto, provides that no person other than the driver shall be carried thereon ;"
Certain conditions in policies or securities to be of no effect.,102,4,e,,"excludes liability for injury caused or contributed to by conditions of war, riot or civil commotion."
Certain conditions in policies or securities to be of no effect.,102,5,,,"Where a person, who has completed seventeen years of age, drives any motor vehicle in accordance with the conditions set out in section 123 (2) for the purpose of learning to drive a motor vehicle, no condition inserted under paragraph (c) (ii) of subsection (4) in the policy of insurance relating to that vehicle shall be of any effect as respects any such liability, as is required to be covered by section 100 (1) (b), and as may be incurred while the motor vehicle is driven by that person."
Production of certificate of insurance or certificate of security on application for revenue licence.,103,,,,"Every applicant for a revenue licence for a motor vehicle other than a motor vehicle belonging to the State or a local authority, shall produce to the licensing authority a certificate of insurance or a certificate of security, as the case may be, to prove that on the date on which the licence is to come into operation there will be in force the necessary policy of insurance or the necessary security in relation to the use of the motor vehicle by the applicant or by other persons on his order or with his permission."
Requirements as to production of certificate of insurance or of security.,104,1,,,"The driver of any motor vehicle on a road shall, on being required so to do by any police officer, give his name and address and the name and address of the owner of the vehicle, and produce for inspection the certificate of insurance or of security issued in respect of that vehicle : Provided, however, that no person shall be deemed to have contravened the provisions of this subsection by reason only of the failure to produce such certificate, if before the expiry of a period of five days from the date on which the production of the certificate  was so required, he delivers the certificate in person for inspection at such police station as may have been specified by him on that date."
Requirements as to production of certificate of insurance or of security.,104,2,,,The owner of a motor vehicle shall give such information as may be required by a police officer for the purpose of determining whether or not the vehicle was being driven in contravention of section 99 on any occasion when the driver was required under subsection (1) to produce the certificate.
Duty of insurers to satisfy decree against persons insured in respect of third-party risks.,105,1,,,"If after a certificate of insurance has been issued under section 100 (4) to the persons by whom a policy has been effected, a decree in respect of any such liability as is required by section 100 (1) (b) to be covered by a policy of insurance (being a liability covered by the terms of the policy) is obtained against any person insured by the policy, then notwithstanding that the insurer may be entitled to avoid or cancel, or may have avoided or cancelled, the policy, the insurer shall, subject to the provisions of sections 106 to 109, pay to the persons entitled to the benefit of the decree any sum payable thereunder in respect of that liability, including any amount payable in respect of costs and any sum payable in respect of interest on that sum under such decree."
Duty of insurers to satisfy decree against persons insured in respect of third-party risks.,105,2,,,"In this section, 'liability covered by the terms of the policy' means a liability which is covered by the policy or which would be so covered but for the fact that the insurer is entitled to avoid or cancel, or has avoided or cancelled, the policy."
Liability of insurer in respect of any decree.,106,1,,,No sum shall be payable by an insurer under the provisions of section 105 in respect of any decree-
Liability of insurer in respect of any decree.,106,1,a,,unless before or within seven days of the commencement of the action the plaintiff in the action in which such decree was entered has given notice of such action to such insurer; or
Liability of insurer in respect of any decree.,106,1,b,,so long as execution of such decree is stayed pending appeal.
Liability of insurer in respect of any decree.,106,2,,,Every notice given under subsection (1) shall-
Liability of insurer in respect of any decree.,106,2,a,,specify the name of the court in which such action is instituted;
Liability of insurer in respect of any decree.,106,2,b,,specify the number assigned to the action;
Liability of insurer in respect of any decree.,106,2,c,,"specify the names of, the parties to the action;"
Liability of insurer in respect of any decree.,106,2,d,,specify the number of the insurance policy in respect of which the action is instituted;
Liability of insurer in respect of any decree.,106,2,e,,specify the nature of the action ; and
Liability of insurer in respect of any decree.,106,2,f,,require the insurer to answer the plaint before a date to be specified in such notice.
Liability of insurer in respect of any decree.,106,3,,,Every notice shall be accompanied by a copy of the plaint filed in the action.
Liability of insurer in respect of any decree.,106,4,,,An insurer to whom such notice is given shall be made a party to such action and shall be entitled to defend such action.
Non-liability of insurer where policy is cancelled before event.,107,,,,"No sum shall be payable by an insurer under the provisions of section 105 in connexion with any liability, it before the happening of the event which was the cause of the death or bodily injury giving rise to the liability, the policy was cancelled by mutual consent or by virtue of any provision contained therein and either-"
Non-liability of insurer where policy is cancelled before event.,107,a,,,"before the happening of the said event the certificate of insurance was surrendered to the insurer, or an affidavit stating that the certificate had been lost or destroyed, was made and delivered to the insurer by the person to whom the certificate was issued ; or"
Non-liability of insurer where policy is cancelled before event.,107,b,,,"after the happening of the said event but before the expiration of a period of three months from the taking effect of the cancellation of the policy, the certificate was surrendered to the insurer or an affidavit was made and delivered to the in user by the person to whom the certificate was issued ; or"
Non-liability of insurer where policy is cancelled before event.,107,c,,,"either before or after the happening of the said event, but within he said period of three months, the insure has commenced proceedings under this Part in respect of the failure to surrender the certificate."
"Declaration of non-liability for misreport sensation, &c",108,1,,,"No sum shall be payable by an insurer under section 105 if, in any proceedings commenced before or within three months after the institution of the action in which the decree was entered, he has obtained from a court of competent jurisdiction-"
"Declaration of non-liability for misreport sensation, &c",108,1,a,,"a declaration that, apart from any provision contained in the policy, he is entitled to avoid it on the ground that it was obtained by the non-disclosure of a material fact, or by a representation of fact which was false in some material particular; or"
"Declaration of non-liability for misreport sensation, &c",108,1,b,,"if he has already avoided the policy on such ground, a declaration that he was entitled so to do apart from any provision contained in the policy; Provided that an insurer who has obtained such a declaration as aforesaid in any such proceedings shall not thereby become entitled to the benefit of this section as respects any decree obtained in an action instituted before the commencement of those proceedings, unless before or within seven days after the commencement of those proceedings he has given notice thereof to the person who is the plaintiff in the said action specifying the non-disclosure or false representation on which he proposes to rely; and any person to whom notice of such proceedings is so given shall be entitled, if he thinks fit, to be made a party to the proceedings."
"Declaration of non-liability for misreport sensation, &c",108,2,,,"In subsection (1) 'material fact' and 'material particular' mean respectively, a fact and a particular of such a nature as to influence the judgment of a prudent insurer in determining whether he will take the risk, and, if so, at what premium and on what conditions."
Declaration of non-liability for breach of condition.,109,,,,"No sum shall be payable by an insurer under section 105 in respect of any decree it, in proceedings commenced before or within three months after the institution of the action in which the decree was entered, the insurer has obtained from a court of competent jurisdiction a declaration that a breach has been established of a condition specified in the policy, being one of the conditions enumerated in section 102 (4): Provided that an Insurer who has obtained such a declaration as aforesaid in any such proceedings shall not thereby become entitled to the benefit of this section as respects any decree obtained in an action instituted before the commencement of those proceedings, unless before or within seven days after the commencement of those proceedings he has given notice thereof to the person who is the plaintiff in the said action specifying the breach of condition on which he proposes to rely; and any person to whom notice of such proceedings is so given shall be entitled, if he thinks fit, to be made a party to the proceedings."
Recovery of excess amount pay by insurer.,110,,,,"If the amount which an insurer becomes liable under section 105 to pay in respect of a liability of a person insured by a policy exceeds the amount for which he would, apart from the provisions of that section, be liable under the policy in respect of that liability, he shall be entitled to recover the excess from that person."
Further rights of third parties and effect of death on certain causes of action.,111,1,,,No settlement made by an insurer in respect of any claim which might be made by a third party in respect of any liability of the nature referred to in section 100 (1) (b) shall be valid unless such third party is a party to the settlement.
Further rights of third parties and effect of death on certain causes of action.,111,2,,,"Notwithstanding anything contained in any other law, the death of a person to whom a certificate of insurance had been issued, if it occurs after the happening of an event which has given rise to a claim under the provisions of this Part, shall not be a bar to the survival of any cause of action arising out of the said event against his estate or against the insurer."
Rights of third Parties against insurers on insolvency of the insured,112,1,,,"Where under any policy of insurance effected for the purposes of this Part, a person is insured against any liability which he may incur to a third party, then-"
Rights of third Parties against insurers on insolvency of the insured,112,1,a,,"in the event of the insured person being adjudged insolvent or making a composition or arrangement with his creditors, or"
Rights of third Parties against insurers on insolvency of the insured,112,1,b,,"where the insured person is a company, in the event of a winding-up order being made or a resolution for a voluntary winding-up being passed with respect to the company, or of a receiver or manager of the company's business or undertaking being duty appointed, or of possession being taken, by or on behalf of the holders of any debentures secured by a floating charge, of any property comprised in or subject to the charge,"
Rights of third Parties against insurers on insolvency of the insured,112,1,,,"if, either before or after that event, any such liability to any third party is incurred by the insured person, his rights against the insurer under the contract in respect of the liability shall, notwithstanding anything contained in any other law to the contrary, be transferred to and vest in the third party to whom the liability is so incurred."
Rights of third Parties against insurers on insolvency of the insured,112,2,,,"Where any condition in a policy issued for the purposes of this Part purports either directly or indirectly to avoid the policy or to alter the rights of the parties thereunder upon the happening to the insured person of any of the events specified in clause (a) or clause (b) of subsection (1), such condition shall be of no effect."
Rights of third Parties against insurers on insolvency of the insured,112,3,,,"Upon a transfer of rights under subsection (I), the insurer shall be under the same liability to the third party as he would have been to the insured person; Provided, however, that-"
Rights of third Parties against insurers on insolvency of the insured,112,3,a,,"if the liability of the insurer to the insured person exceeds the liability of the insured person to the third party, nothing in this Part shall affect the rights of the insured person against the insurer in respect of the excess; and"
Rights of third Parties against insurers on insolvency of the insured,112,3,b,,"if the liability of the insurer to the insured person is less than the liability of the insured person to the third party, nothing in this Part shall affect the rights of the third party against the insured person in respect of the balance."
Transfer of Certificate of Insurance.,112A,1,,,"Where a person in whose favour the Certificate of Insurance has been issued in accordance with the provisions of this Chapter transfers to another person the ownership of the motor vehicle in respect of which such insurance was taken together with the policy of insurance relating thereto, the Certificate of Insurance and the policy described in the Certificate shall be deemed to have been transferred in favour of the person to whom the motor vehicle is transferred with effect from the date of its transfer. Explanation: For the removal of doubts, it is hereby declared that such deemed transfer shall include the transfer of rights and liabilities of the said Certificate of Insurance and policy of insurance."
Transfer of Certificate of Insurance.,112A,2,,,The transferee shall apply within fortyfour days from the date of transfer in the prescribed Form to the insurer for making necessary changes in regard to the fact of transfer in the Certificate of Insurance and the insurer shall make the necessary changes in the Certificate and the policy of insurance in regard to the transfer of insurance.
Duty to give information as to insurance.,113,1,,,"Every person, against whom a claim is made in respect of any liability referred to in section 100 (1) (b), shall on demand made by or on behalf of the person making the claim, state whether or not he is insured in respect of that liability by any policy issued for the purposes of this Part, or would have been so insured if the insurer had not avoided or cancelled the policy, and shall, if he is or would have been so insured, give such particulars with respect to that policy as were specified in the certificate of insurance issued in respect thereof."
Duty to give information as to insurance.,113,2,,,"In the event of any insured person being adjudged insolvent or making a composition or arrangement with his creditors, or, where the insured person is a company, in the event of a winding-up order being made or a resolution for a voluntary winding-up being passed with respect to the company, or of a receiver or manager of the company's business or undertaking being duly appointed, or of possession being taken, by or on behalf of the holders of any debentures secured by a floating charge, of any property comprised in or subject to the charge, it shall be the duty of the insolvent, debtor or company, as the case may be, or the official assignee or receiver in insolvency, trustee, liquidator, receiver or manager, or person in possession of the property, to give at the request of any person claiming that the insolvent, debtor or company is under such liability to him as is covered by the provisions of this Part, such information as may reasonably be required by him for the purpose of ascertaining whether any rights have been transferred to and vested in him by section 14, and for the purpose of enforcing such rights, if any; and any condition in a policy of insurance in so far as it purports whether directly or indirectly to avoid the contract or to alter the rights of the parties thereunder upon the giving of such information in the events aforesaid, or otherwise to prohibit or prevent the giving thereof in the said events, shall be of no effect."
Duty to give information as to insurance.,113,3,,,"If the information given to any person in pursuance of this section discloses ground for supposing that there have been or may have been transferred to him under section 112 rights against any particular insurer, that insurer shall be subject to the same duty as is imposed by this section on the persons therein mentioned."
Duty to give information as to insurance.,113,4,,,"The duty imposed by this section to give information shall include a duty to allow all contracts of insurance, receipts for premiums, and other relevant documents, in the possession or power of the person on whom the duty is so imposed, to be inspected and copies thereof to be taken."
