c1,c2,c3,c4,c5,c6
Variation of permit in relation to authorized lorries.,93,1,,,"The Commissioner may, (subject in any case to which section 87 applies, to the provisions of that section), upon application made to him in that behalf by the holder of a permit under this Part, vary the permit-(a) by specifying additional lorries as authorized lorries • or(b) by specifying in the permit, in substitution for an authorized lorry, a lorry of a greater pay-load."
Variation of permit in relation to authorized lorries.,93,1,a,,by specifying additional lorries as authorized lorries • or
Variation of permit in relation to authorized lorries.,93,1,b,,"by specifying in the permit, in substitution for an authorized lorry, a lorry of a greater pay-load."
Variation of permit in relation to authorized lorries.,93,2,,,"The Commissioner shall, upon application made to him in that behalf by the holder of a permit under this Part, vary the permit-(a) by striking out any authorized lorries specified therein; or(b) by specifying in the permit, in substitution for an authorized lorry, a lorry of the same or lower pay-load."
Variation of permit in relation to authorized lorries.,93,2,a,,by striking out any authorized lorries specified therein; or
Variation of permit in relation to authorized lorries.,93,2,b,,"by specifying in the permit, in substitution for an authorized lorry, a lorry of the same or lower pay-load."
Variation of permit in relation to authorized lorries.,93,3,,,"In any case where the Commissioner is satisfied-(a) that a lorry specified in any permit under this Part has ceased to be used under the authority of the permit for any reason other than a temporary fluctuation in business, or is specified in another permit; or(b) that for any other reason it is expedient so to do, the Commissioner may, after giving the holder an opportunity to be heard, vary that permit by striking out the lorry therefrom."
Variation of permit in relation to authorized lorries.,93,3,a,,"that a lorry specified in any permit under this Part has ceased to be used under the authority of the permit for any reason other than a temporary fluctuation in business, or is specified in another permit; or"
Variation of permit in relation to authorized lorries.,93,3,b,,"that for any other reason it is expedient so to do, the Commissioner may, after giving the holder an opportunity to be heard, vary that permit by striking out the lorry therefrom."
Revocation or suspension of permits.,94,1,,,"Subject to the provisions of this section, the Commissioner may revoke any permit under this Part or suspend any such permit for any specified period, on the ground that any of the conditions attached to the permit has not been complied with."
Revocation or suspension of permits.,94,2,,,"(a) The Commissioner shall not make a determination that a permit be revoked or suspended unless satisfied that such revocation or suspension is necessary by reason of the frequency of the breach of conditions, or of any breach having been committed wilfully or to the danger of the public ; and in addition the Commissioner shall not make any determination to revoke or suspend any permit, not being a short-term permit, except after holding a public inquiry in any case where the holder of the permit requests that such an inquiry be held.(b) where the holder of a private carrier's permit is convicted twice or oftener of an offence by reason of the use of any authorized lorry for the carriage of goods for fee or reward, the Commissioner may revoke or suspend the permit; and nothing in paragraph (a) of this subsection shall be deemed or construed to restrict the exercise of the power conferred by this paragraph or to require a public inquiry to be held before such power is exercised."
Revocation or suspension of permits.,94,2,a,,"The Commissioner shall not make a determination that a permit be revoked or suspended unless satisfied that such revocation or suspension is necessary by reason of the frequency of the breach of conditions, or of any breach having been committed wilfully or to the danger of the public ; and in addition the Commissioner shall not make any determination to revoke or suspend any permit, not being a short-term permit, except after holding a public inquiry in any case where the holder of the permit requests that such an inquiry be held."
Revocation or suspension of permits.,94,2,b,,"where the holder of a private carrier's permit is convicted twice or oftener of an offence by reason of the use of any authorized lorry for the carriage of goods for fee or reward, the Commissioner may revoke or suspend the permit; and nothing in paragraph (a) of this subsection shall be deemed or construed to restrict the exercise of the power conferred by this paragraph or to require a public inquiry to be held before such power is exercised."
Revocation or suspension of permits.,94,3,,,"In any case where it would be lawful for the Commissioner, in accordance with the preceding provisions of this section, to make a determination that a permit be revoked or suspended, the Commissioner may instead-(a) direct that the permit be varied by striking out any one or more of the authorized lorries specified therein ; or(b) order him to pay a penalty of an amount not exceeding one thousand rupees, or, in the case of a continuing breach of a condition, not exceeding fifty rupees for each day on which the breach was so continued."
Revocation or suspension of permits.,94,3,a,,direct that the permit be varied by striking out any one or more of the authorized lorries specified therein ; or
Revocation or suspension of permits.,94,3,b,,"order him to pay a penalty of an amount not exceeding one thousand rupees, or, in the case of a continuing breach of a condition, not exceeding fifty rupees for each day on which the breach was so continued."
Revocation or suspension of permits.,94,4,,,The amount of any penalty so imposed shall when paid be credited to the Consolidated Fund.
Revocation or suspension of permits.,94,5,,,The provisions of this section shall not affect or prejudice the institution or maintenance in any case of a prosecution for any offence under this Act or any other written law.
"Provisions as to transferability, &c, of permits",95,1,,,The holder of a permit under this Part shall not transfer or assign the permit to any other person.
"Provisions as to transferability, &c, of permits",95,2,,,"In the event of the death of the holder of a permit under this Part, the person having the custody of the authorized lorry or the majority of the authorized lorries, shall forthwith give notice of the death to the Commissioner; and if that person, within fourteen days of the death of the holder, makes application to the Commissioner for a new permit in substitution for the existing permit, that person shall be deemed for the purposes of this Act to be the holder of the existing permit during the period commencing on the date of the death and ending on the date of the grant or refusal of the application : Provided, however, that no permit under this Part shall by reason of the preceding provisions of this subsection be deemed to be in force at any time after the period for which the permit was granted."
"Provisions as to transferability, &c, of permits",95,3,,,"Where upon the death of the holder of a permit under this Part the application (referred to in subsection (2)) for a new permit is made by a person to whom the business carried on by the deceased holder under the authority of his permit has passed by testamentary disposition or upon intestacy, that business shall for the purposes of paragraph (i) of the proviso to section 87 (1) be deemed to have been acquired by that person."
"Provisions as to transferability, &c, of permits",95,4,,,"In the event of the insolvency or bankruptcy of the holder of a permit under this Part, the assignee, liquidator or receiver of the estate of the insolvent or bankrupt shall, within seven days of the appointment, give notice thereof to the Commissioner, and shall be deemed for the purposes of this Part to be the holder of the permit."
"Right of appeal against certain determinations; finality of other determinations, &c",96,1,,,"(a) The applicant, in the case of any application to which section 87 applies, or any person who has duly  made objection under that section of other in respect of that application, if determinations, aggrieved by the determination of the Commissioner thereon, or(b) the holder of a permit under this Part, not being a short-term permit, if aggrieved by the determination of the Commissioner to modify or rescind any condition attached thereto or to attach any new condition thereto, or(c) the holder of a permit under this Part, if aggrieved by the determination of the Commissioner to suspend or revoke the permit, or by an order made under section 94 (3) (b), or(d) the applicant for a private carrier's permit (other than a short-term permit), if aggrieved by the determination of the Commissioner on the application,"
"Right of appeal against certain determinations; finality of other determinations, &c",96,1,a,,"The applicant, in the case of any application to which section 87 applies, or any person who has duly  made objection under that section of other in respect of that application, if determinations, aggrieved by the determination of the Commissioner thereon, or"
"Right of appeal against certain determinations; finality of other determinations, &c",96,1,b,,"the holder of a permit under this Part, not being a short-term permit, if aggrieved by the determination of the Commissioner to modify or rescind any condition attached thereto or to attach any new condition thereto, or"
"Right of appeal against certain determinations; finality of other determinations, &c",96,1,c,,"the holder of a permit under this Part, if aggrieved by the determination of the Commissioner to suspend or revoke the permit, or by an order made under section 94 (3) (b), or"
"Right of appeal against certain determinations; finality of other determinations, &c",96,1,d,,"the applicant for a private carrier's permit (other than a short-term permit), if aggrieved by the determination of the Commissioner on the application,"
"Right of appeal against certain determinations; finality of other determinations, &c",96,1,d,,shall have a right of appeal against the determination or order in accordance with the provisions in that behalf in part X:
"Right of appeal against certain determinations; finality of other determinations, &c",96,1,d,,"Provided, however, that except in a case referred to in paragraph (c) of this subsection, such right of appeal shall be only on a question of law."
"Right of appeal against certain determinations; finality of other determinations, &c",96,2,,,"Every determination of the Commissioner under this Part against which a right of appeal is conferred by subsection (I) shall, if such right is not duly exercised, be final and conclusive."
"Right of appeal against certain determinations; finality of other determinations, &c",96,3,,,"Every decision or determination of the Commissioner under this Part, against which a right of appeal is not conferred by subsection (1), shall be final and conclusive."
"Right of appeal against certain determinations; finality of other determinations, &c",96,4,,,"The finality of any decision or determination of the Commissioner shall not prejudice the power of the Commissioner, with the consent of the person or persons affected thereby, to correct any error therein which was due to inadvertence."
"Notice of decisions, determinations,& c.",97,1,,,Notice of every determination or decision of the Commissioner under this Part shall be given in the prescribed manner to every person to whom such notice is required by regulation to be given.
"Notice of decisions, determinations,& c.",97,2,,,"Where any determination of the Commissioner does not set out the reasons therefor, any person who has under section 96 a right of appeal against that determination may, within seven days of the service on him of notice of the determination, request the Commissioner to furnish to him a statement of the reasons for the determination; and it shall be the duty of the Commissioner in any such case to furnish the statement so required."
Regulations.,98,1,,,"Regulations may be made with respect to all or any of the following matters:-(a) the procedure on applications for, and the determination of questions in connexion with the grant, variation, suspension and revocation of permits under this Part, the fees payable in respect of such applications and permits, and the manner in which, whether in a lump sum or in instalments, such fees shall be payable;(b) the means by which authorized lorries are to be identified, whether by plates, marks, distinctive colours or otherwise;(c) the custody of permits under this Part, and their production, return and cancellation on expiration, suspension or revocation, and the custody, production and return of documents and plates;(d) the notification to the Commissioner of lorries which have ceased to be used under permits;(e) the records to be kept by holders of permits under this Part in relation to the persons employed by such holder as drivers of authorized lorries and to the times of the commencement and cessation of work by such persons and the intervals of rest taken by them, including records in relation to any such holder when acting as the driver of an authorized lorry;(f) the documents to be carried by drivers of authorized lorries and the particulars to be entered therein;(g) the records to be kept, showing as respects every journey of an authorized lorry, particulars of the journey, of the greatest weight of goods carried by the lorry at any one time during the period to which the records relate, and the description, points of loading and destination of the goods carried ;(h) the preservation of records so kept, the inspection of such records by any authority specified in the regulation, and the production for the purposes of inspection of such records on demand made by any such authority;(1) the grant of exemptions either generally or in relation to particular persons or lorries from all or any of the requirements imposed by regulations made under paragraphs (e) to (A) and the circumstances in which and the conditions subject to which such exemptions may be granted."
Regulations.,98,1,a,,"the procedure on applications for, and the determination of questions in connexion with the grant, variation, suspension and revocation of permits under this Part, the fees payable in respect of such applications and permits, and the manner in which, whether in a lump sum or in instalments, such fees shall be payable;"
Regulations.,98,1,b,,"the means by which authorized lorries are to be identified, whether by plates, marks, distinctive colours or otherwise;"
Regulations.,98,1,c,,"the custody of permits under this Part, and their production, return and cancellation on expiration, suspension or revocation, and the custody, production and return of documents and plates;"
Regulations.,98,1,d,,the notification to the Commissioner of lorries which have ceased to be used under permits;
Regulations.,98,1,e,,"the records to be kept by holders of permits under this Part in relation to the persons employed by such holder as drivers of authorized lorries and to the times of the commencement and cessation of work by such persons and the intervals of rest taken by them, including records in relation to any such holder when acting as the driver of an authorized lorry;"
Regulations.,98,1,f,,the documents to be carried by drivers of authorized lorries and the particulars to be entered therein;
Regulations.,98,1,g,,"the records to be kept, showing as respects every journey of an authorized lorry, particulars of the journey, of the greatest weight of goods carried by the lorry at any one time during the period to which the records relate, and the description, points of loading and destination of the goods carried ;"
Regulations.,98,1,h,,"the preservation of records so kept, the inspection of such records by any authority specified in the regulation, and the production for the purposes of inspection of such records on demand made by any such authority;"
Regulations.,98,1,,,the grant of exemptions either generally or in relation to particular persons or lorries from all or any of the requirements imposed by regulations made under paragraphs (e) to (A) and the circumstances in which and the conditions subject to which such exemptions may be granted.
Regulations.,98,2,,,Regulations under subsection (1) may make different provisions as respects different classes or descriptions of lorries and as respects lorries used in different circumstances.
