c1,c2,c3,c4,c5,c6
Dealer's certificate and licence,42,3,,,"A dealer's licence issued by any licensing authority shall be valid, for the purposes of this Act, only so long as the person to whom the licence was issued carries on business as a dealer in, or manufacturer or repairer of, motor vehicles at a registered garage or place of business situated within the administrative areas of that authority."
Dealer's certificate and licence,42,4,,,"Subject to the provisions of subsection (3), a dealer's licence shall be valid until the thirty-first day of December of the year in respect of which it is issued."
Dealer's certificate and licence,42,5,,,A licensing authority shall not issue any dealer's licence in any year to any person who is not the holder of a dealer's certificate for that year.
Use of motor vehicle under dealer's licence.,43,1,,,"A dealer's licence shall authorize the use of a motor vehicle which belongs to the dealer or is entrusted to him for sale or repair, and is being tested or is being used for the purposes of effecting a sale : Provided, however, that no such licence shall be deemed to authorize the carriage on any motor vehicle of passengers or goods for fee or reward, or of any person other than a person testing or inspecting the vehicle with a view to the purchase thereof."
Use of motor vehicle under dealer's licence.,43,2,,,"A motor vehicle sold by a person who is the holder of a dealer's certificate may, under the authority of a dealer's licence issued to that person, be used by the purchaser of the motor vehicle during the ten days next following the sale for any purpose other than the carriage of passengers or goods for fee or reward :"
Use of motor vehicle under dealer's licence.,43,2,,,"Provided, however, that the use of the motor vehicle by the purchaser under the authority of a dealer's licence shall be, and shall be deemed to have been, a contravention of the provisions of section 25, unless the purchaser, within the three days next following the sale-(a) in the case of a motor vehicle for which a revenue licence is not in force, makes application under section 30 for a revenue licence for that vehicle;(b) in the case of a motor vehicle for which a revenue licence is in force, makes application under section 12 for registration as the new owner of that vehicle,"
Use of motor vehicle under dealer's licence.,43,2,a,,"in the case of a motor vehicle for which a revenue licence is not in force, makes application under section 30 for a revenue licence for that vehicle;"
Use of motor vehicle under dealer's licence.,43,2,b,,"in the case of a motor vehicle for which a revenue licence is in force, makes application under section 12 for registration as the new owner of that vehicle,"
Use of motor vehicle under dealer's licence.,43,3,,,"Where any motor vehicle is used under the authority of a dealer's licence-(a) that licence shall be carried on the motor vehicle in the manner provided in section 38 ;(b) two identification plates, each bearing the dealer's licence number assigned to that licence under section 42 (2), shall be affixed to the motor vehicle in accordance with such of the prescribed provisions as may be applicable to a motor vehicle of that class or description,"
Use of motor vehicle under dealer's licence.,43,3,a,,that licence shall be carried on the motor vehicle in the manner provided in section 38 ;
Use of motor vehicle under dealer's licence.,43,3,b,,"two identification plates, each bearing the dealer's licence number assigned to that licence under section 42 (2), shall be affixed to the motor vehicle in accordance with such of the prescribed provisions as may be applicable to a motor vehicle of that class or description,"
Use of motor vehicle under dealer's licence.,43,4,,,"Where a motor vehicle, sold by a person who is the holder of a dealer's certificate, is used after the sale under the authority of a dealer's licence issued to that person, the revenue licence subsequently issued for the motor vehicle shall be expressed to have come into force on the date of the sale, and the duty payable thereon shall be computed accordingly."
Use of motor vehicle under dealer's licence.,43,5,,,"The holder of a dealer's certificate-(a) shall keep a record, in the prescribed form, of every occasion on which a motor vehicle is used under the authority of a dealer's licence issued to him; and(b) shall where a motor vehicle is sold and used after the sale under the authority of any such licence, keep a record of the engine and chassis numbers of the motor vehicle, the name and address of the purchaser, the date and time of the removal of the motor vehicle after the sale and the number assigned to that licence under section 42 (2), and shall forward a duplicate of the record to the Registrar immediately after the sale; and(c) shall produce the record for inspection whenever required so to do by any police officer or by any person authorized in writing by the Registrar or the licensing authority,"
Use of motor vehicle under dealer's licence.,43,5,a,,"shall keep a record, in the prescribed form, of every occasion on which a motor vehicle is used under the authority of a dealer's licence issued to him; and"
Use of motor vehicle under dealer's licence.,43,5,b,,"shall where a motor vehicle is sold and used after the sale under the authority of any such licence, keep a record of the engine and chassis numbers of the motor vehicle, the name and address of the purchaser, the date and time of the removal of the motor vehicle after the sale and the number assigned to that licence under section 42 (2), and shall forward a duplicate of the record to the Registrar immediately after the sale; and"
Use of motor vehicle under dealer's licence.,43,5,c,,"shall produce the record for inspection whenever required so to do by any police officer or by any person authorized in writing by the Registrar or the licensing authority,"
Temporary licence for visitor's motor vehicle.,44,1,,,"The Registrar, if he is satisfied, upon application made in the prescribed form, that any motor vehicle has been imported into Sri Lanka for the purpose of being used by the owner of that vehicle during a visit to Sri Lanka, may, notwithstanding that no person has been registered as the owner of that vehicle, issue to the owner a visitor's temporary licence, in the prescribed form, authorizing the possession and use of the motor vehicle for a period not exceeding three months from the date of importation."
Temporary licence for visitor's motor vehicle.,44,2,,,"The powers conferred on the Registrar by subsection (1) may-(a) in the case of a motor vehicle imported at the port of Talaimannar, be exercised by the Government Agent of the administrative district of Mannar or by the Sub-Collector of Customs at Talaimannar; or(b) in the case of a motor vehicle imported at the port of Trincomalee, be exercised by the Government Agent of the administrative district of Trincomalee; or(c) in the case of a motor vehicle imported at the port of Galle, be exercised by the Government Agent of the administrative district of Galle."
Temporary licence for visitor's motor vehicle.,44,2,a,,"in the case of a motor vehicle imported at the port of Talaimannar, be exercised by the Government Agent of the administrative district of Mannar or by the Sub-Collector of Customs at Talaimannar; or"
Temporary licence for visitor's motor vehicle.,44,2,b,,"in the case of a motor vehicle imported at the port of Trincomalee, be exercised by the Government Agent of the administrative district of Trincomalee; or"
Temporary licence for visitor's motor vehicle.,44,2,c,,"in the case of a motor vehicle imported at the port of Galle, be exercised by the Government Agent of the administrative district of Galle."
Temporary licence for visitor's motor vehicle.,44,3,,,"Every application made to, and a copy of every visitor's temporary licence issued by, any officer under subsection (2) shall be forwarded to the Registrar."
Temporary licence for visitor's motor vehicle.,44,4,,,No visitor's temporary licence shall be issued under this section except upon payment of the prescribed fee ; and every fee paid for a temporary licence shall be credited to the Consolidated Fund.
Restrictions on use of motor vehicle in contravention of revenue licence.,45,1,,,"No person shall use any motor vehicle for any purpose not authorized by the revenue licence for the time being in force for that vehicle, or in contravention of any of the conditions contained in that licence."
Restrictions on use of motor vehicle in contravention of revenue licence.,45,2,,,"The Commissioner may in his discretion issue a permit for the purpose of-(a) authorizing a private car to be used for a specified period for the carriage of samples of goods not exceeding two hundred and twenty-four pounds in weight; or(b) authorizing a hiring car to be used for a specified period for the carriage of mails; or(c) authorizing a hiring car to be used for a specified period by the registered owner otherwise than as a hiring car; or(d) authorizing an omnibus to be used, subject to such conditions as may be specified in the permit, for the carriage of mails or newspapers."
Restrictions on use of motor vehicle in contravention of revenue licence.,45,2,a,,authorizing a private car to be used for a specified period for the carriage of samples of goods not exceeding two hundred and twenty-four pounds in weight; or
Restrictions on use of motor vehicle in contravention of revenue licence.,45,2,b,,authorizing a hiring car to be used for a specified period for the carriage of mails; or
Restrictions on use of motor vehicle in contravention of revenue licence.,45,2,c,,authorizing a hiring car to be used for a specified period by the registered owner otherwise than as a hiring car; or
Restrictions on use of motor vehicle in contravention of revenue licence.,45,2,d,,"authorizing an omnibus to be used, subject to such conditions as may be specified in the permit, for the carriage of mails or newspapers."
Restrictions on use of motor vehicle in contravention of revenue licence.,45,3,,,"Regulations may be made empowering the Commissioner, in any case not provided for in subsection (2), to issue a permit authorizing the use of any motor vehicle for any specified purpose not authorized by the revenue licence for the time being in force for that vehicle, and prescribing the conditions subject to which any such permit may be issued."
Restrictions on use of motor vehicle in contravention of revenue licence.,45,4,,,No person shall be deemed to have contravened the provisions of subsection (1) by reason only of the use of a motor vehicle in accordance with any permit issued under subsection (2) or under any regulation made under subsection (3).
