c1,c2,c3,c4,c5,c6
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,2,,,"Regulations may be made prescribing the size, colour, type or form of traffic signs and notices, declaring the significance of such signs and notices, and restricting or regulating the erection and exhibition of such signs or notices for the purposes of this (3) The driver of a motor vehicle shall obey all traffic signs or notices erected or exhibited under subsection (1) and intended to apply to all motor vehicles of the class or description to which that motor vehicle belongs."
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,4,,,"In any prosecution for a contravention of subsection (3), every traffic sign or notice purporting to be by order of a police officer or a local authority or the Department of Highways or a Department of a Director of Works or the Sri Lanka Central Transport Board or any Regional Transport Board shall, unless the contrary is proved, be deemed to have been erected or exhibited under subsection (1) by order of that police officer or local authority or the Department of Highways or a Department of a Director of Works or the Sri Lanka Central Transport Board or any Regional Transport Board, as the case may be."
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,5,,,"Save as provided in subsection (1), and except with the sanction of the Local authority or the Department of Highways or a Department of a Director of Works or the Sri Lanka Central Transport Board or any Regional Transport Board, as the case may be, and except in accordance with any regulation made under subsection (2), no person shall erect, exhibit or maintain on, or so as to be visible from, a highway, any traffic sign or notice appearing to be intended for the guidance of motor vehicles."
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,6,,,"For the purposes of this section, "" traffic sign "" includes a sign for regulating by means of light signals the movement of traffic."
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,7,,,"In this section, "" local authority"" includes a Village Council"
Precautions to be taken when petrol is taken into tank.,165,1,,,The engine of a motor vehicle shall be stopped and any light other than an electric light in or on the vehicle shall be extinguished before any petrol or other fuel is poured or discharged into the tank of the vehicle or into any receptacle in or on the vehicle.
Precautions to be taken when petrol is taken into tank.,165,2,,,"No person shall smoke, or carry a lighted pipe, cigar or cigarette, or light a match, in any motor vehicle or within three yards of any motor vehicle or petrol pump, while any petrol or other fuel is being poured or discharged into the tank of the vehicle or into any receptacle in or on the vehicle."
Halting or parking of motor vehicles on highway.,166,1,,,"(a) A notice prohibiting, restricting or regulating the halting or parking of motor vehicles, or indicating any parking place set apart for motor vehicles, on any highway or part of a highway in any urban area, may be exhibited by or by order of the local authority of that area in a conspicuous position oh, or so as to be visible from, that highway or part of a highway.(b) For the purposes of any prosecution for an offence under this Act, every notice in an urban area purporting to be exhibited under this subsection by or by order of the local authority of that area, shall unless the contrary is proved, be deemed to have been lawfully exhibited by the local authority."
Halting or parking of motor vehicles on highway.,166,1,a,,"A notice prohibiting, restricting or regulating the halting or parking of motor vehicles, or indicating any parking place set apart for motor vehicles, on any highway or part of a highway in any urban area, may be exhibited by or by order of the local authority of that area in a conspicuous position oh, or so as to be visible from, that highway or part of a highway."
Halting or parking of motor vehicles on highway.,166,1,b,,"For the purposes of any prosecution for an offence under this Act, every notice in an urban area purporting to be exhibited under this subsection by or by order of the local authority of that area, shall unless the contrary is proved, be deemed to have been lawfully exhibited by the local authority."
Halting or parking of motor vehicles on highway.,166,2,,,"Regulations may be made at the request of the local authority of any urban area for the purpose of prohibiting, restricting or regulating the halting or parking of motor vehicles or for the purpose of regulating and controlling the use of any parking place set apart for motor vehicles, on any highway or part of a highway within that area; and where regulations are so made, the local authority shall not under subsection (1) exhibit any notice or cause any notice to be exhibited except in accordance with such regulations."
Halting or parking of motor vehicles on highway.,166,3,,,"Where the halting or parking of motor vehicles on any highway or part of a highway is prohibited by a notice exhibited under subsection (2). the driver of a motor vehicle shall not allow the vehicle to stand on that highway or part of a highway except for such length of time as may be necessary for the purpose of-(a) obeying any traffic sign or notice erected or exhibited on that highway or part thereof to any officer or authority ; or(b) following in due order the movement of any traffic on that highway or part thereof at that time ; or(c) allowing any person to alight from or to enter the motor vehicle ;(d) loading goods into or unloading goods from the motor vehicle, subject to such restrictions as may be imposed by any regulation under subsection (2) applicable to that highway or part thereof as to the hours during which goods may be so loaded or unloaded."
Halting or parking of motor vehicles on highway.,166,3,a,,obeying any traffic sign or notice erected or exhibited on that highway or part thereof to any officer or authority ; or
Halting or parking of motor vehicles on highway.,166,3,b,,following in due order the movement of any traffic on that highway or part thereof at that time ; or
Halting or parking of motor vehicles on highway.,166,3,c,,allowing any person to alight from or to enter the motor vehicle ;
Halting or parking of motor vehicles on highway.,166,3,d,,"loading goods into or unloading goods from the motor vehicle, subject to such restrictions as may be imposed by any regulation under subsection (2) applicable to that highway or part thereof as to the hours during which goods may be so loaded or unloaded."
Halting or parking of motor vehicles on highway.,166,4,,,"Where the halting or parking of motor vehicles on any highway or part of a highway is restricted by any notice exhibited under subsection (1) or any regulation made under subsection (2), the driver of a motor vehicle shall not allow that vehicle to stand on that highway or part of a highway except for one of the purposes specified in subsection (3), or otherwise than in such manner, or during any period other than such period, as may be specified in the notice or the regulation, as the case may be."
Halting or parking of motor vehicles on highway.,166,5,,,"Where the halting or parking of motor vehicles on any highway or part of a highway is not prohibited or restricted by any notice exhibited under subsection (1) or any regulation made under subsection (2), verbal directions or signals may be given by a police officer or grama seva niladhari for the purposes of the regulation of traffic on that highway or part of a highway, and the driver of a motor vehicle shall not allow that vehicle to stand on that highway or part thereof otherwise than in such position or for such time as may be indicated by the police officer or grama seva niladhari."
Halting or parking of motor vehicles on highway.,166,6,,,"On any highway or part of a highway to which subsections (3), (4) and (5) do not apply, the driver of a motor vehicle shall not allow that vehicle to stand in such position or for such length of time as to obstruct or be likely to obstruct traffic."
Halting or parking of motor vehicles on highway.,166,7,,,"In this section "" local authority "", in relation to any area declared to be an urban area by regulation, means the Village Council of that area."
Precautions to be taken when motor vehicle is halted or left unattended or disabled on a highway.,167,1,,,"The driver of a motor vehicle shall, whenever the vehicle is halted or parked on a highway, place the vehicle as near as possible to the edge of the highway or in such position or such manner as may be indicated by a traffic sign or notice exhibited on or near the highway or by a police officer on duty."
Precautions to be taken when motor vehicle is halted or left unattended or disabled on a highway.,167,2,,,"The driver of a motor vehicle shall, whenever it becomes necessary to leave the car unattended while it is halted or parked on a highway stop the engine before he so leaves the vehicle and take due precautions against its moving or being moved in his absence."
Precautions to be taken when motor vehicle is halted or left unattended or disabled on a highway.,167,3,,,"Where it is necessary to leave on any highway any motor vehicle which is disabled by an accident, mechanical derangement or tyre failure, the driver of the vehicle so left on a highway at night, shall affix lamps on the front and on the rear of the vehicle, on the right or off side thereof, so as to indicate clearly the position of the vehicle on the highway."
Regulations for the guidance of under of roads,168,1,,,"Regulations may be made under this Act prescribing a highway code comprising such directions as may appear to the authority empowered to make such regulations to be proper for the guidance of persons using roads and including directions relating to the prohibition, regulation and control of traffic."
Regulations for the guidance of under of roads,168,2,,,"Notwithstanding anything in section 214 of this Act, the contravention of any provision of the highway code prescribed by regulation under subsection (1) shall not of itself be an offence within the meaning of this Act, but such contravention may, in any proceedings (whether civil or criminal, and including proceedings for an offence under this Act) be relied upon by any party to the proceedings as tending to establish or negative any liability which is in question in those proceedings."
Hours of work and minimum wages.,169,1,,,"No person shall drive, or cause or permit any person employed by him or subject to his orders to drive, any hiring car or motor coach or lorry-(a) for any continuous period of more than four and a half hours; or(b) so that the driver has not at least ten consecutive hours for rest in any period of twenty-four hours calculated from the commencement of any period of driving."
Hours of work and minimum wages.,169,1,a,,for any continuous period of more than four and a half hours; or
Hours of work and minimum wages.,169,1,b,,so that the driver has not at least ten consecutive hours for rest in any period of twenty-four hours calculated from the commencement of any period of driving.
Hours of work and minimum wages.,169,2,,,"For the purposes of subsection (1), any two or more periods of time shall be. deemed to be a continuous period, unless separated by an interval of not less than half an hour in which the driver is able to obtain rest and refreshment."
Hours of work and minimum wages.,169,3,,,The wages paid or payable by the owner of any hiring car or motor coach or lorry to any person employed by him as the driver or the conductor thereof shall not be less than the minimum rate of wages prescribed in that behalf by regulation.
"Public stands for hiring cars, omnibuses and lorries.",170,1,,,"The local authority for any urban area may provide one or more public stands within that area for the use of hiring cars or omnibuses or lorries, or any specified class or description of hiring cars or omnibuses or lorries."
"Public stands for hiring cars, omnibuses and lorries.",170,2,,,"Regulations may be made empowering the Commissioner in any case where he is satisfied that the provision for public stands made by the local authority for any urban area is unsatisfactory, to make such provision as he may deem necessary for the establishment and maintenance of public stands within that area in accordance with regulations so made."
Regulations as to fares for hiring cars not plying under authority of a stage carriage permit.,171,1,,,"Regulations may be made prescribing the maximum or the minimum fares or rates of fares which may be demanded from passengers on a hiring car, plying on any specified route or highway, or on the routes or highways in any specified area."
Regulations as to fares for hiring cars not plying under authority of a stage carriage permit.,171,2,,,"A legible table in the Sinhala, Tamil and English languages, of the maximum and the minimum fares or rates of fares, if any, prescribed under subsection (1) in respect of any route or highway, shall be posted in a conspicuous position inside every hiring car plying on that route or highway."
Regulations as to fares for hiring cars not plying under authority of a stage carriage permit.,171,3,,,Nothing in the preceding provisions of this section or in any regulations made thereunder shall apply in the case of a hiring car for the lime being used for the carriage of passengers at separate fares under the authority of a stage carriage permit granted under Part IV.
Prohibition against charging of excess fares for hiring cars.,172,1,,,"The owner or driver of any hiring car, other than a hiring car for the time being used for the carriage of passengers at separate fares under the authority of a stage carriage permit granted under Part IV-(a) shall not demand or receive from any passenger, in respect of any journey on any route or highway, any fare in excess of the highest authorized fare calculated on the basis of such maximum fares as may be prescribed under subsection (1) of section 171, in respect of that route or highway or, where a lower fare has been agreed upon, in excess of such lower fare ; or(b) shall not receive or agree to receive from any passenger in respect of any journey on any route or highway, any fare less than the lowest authorized fare calculated on the basis of such minimum fares as may be so prescribed in respect of that route or highway."
Prohibition against charging of excess fares for hiring cars.,172,1,a,,"shall not demand or receive from any passenger, in respect of any journey on any route or highway, any fare in excess of the highest authorized fare calculated on the basis of such maximum fares as may be prescribed under subsection (1) of section 171, in respect of that route or highway or, where a lower fare has been agreed upon, in excess of such lower fare ; or"
Prohibition against charging of excess fares for hiring cars.,172,1,b,,"shall not receive or agree to receive from any passenger in respect of any journey on any route or highway, any fare less than the lowest authorized fare calculated on the basis of such minimum fares as may be so prescribed in respect of that route or highway."
Prohibition against charging of excess fares for hiring cars.,172,2,,,"The owner or driver of any hiring car for the time being used for the carriage of passengers at separate fares under the authority of a stage carriage permit granted under Part IV-(a) shall not demand or receive from any passenger, in respect of any journey on any route or highway, any fare in excess of the fare authorized in respect of that route or highway by any condition of that permit; or(b) shall not receive or agree to receive from any passenger in respect of any journey on any route or highway, any fare less than the fare authorized in respect of that route or highway by any condition of that permit"
Prohibition against charging of excess fares for hiring cars.,172,2,a,,"shall not demand or receive from any passenger, in respect of any journey on any route or highway, any fare in excess of the fare authorized in respect of that route or highway by any condition of that permit; or"
Prohibition against charging of excess fares for hiring cars.,172,2,b,,"shall not receive or agree to receive from any passenger in respect of any journey on any route or highway, any fare less than the fare authorized in respect of that route or highway by any condition of that permit"
Prohibition against charging of excess fares for omnibuses,173,,,,"The owner, driver or conductor of any omnibus-"
Prohibition against charging of excess fares for omnibuses,173,a,,,"shall not demand or receive from any passenger, in respect of any journey on any route or highway, any fare in excess of the fare authorized in respect of that route or highway by any condition of the stage carriage permit under the authority of which such omnibus is used ; or"
Prohibition against charging of excess fares for omnibuses,173,b,,,"shall not receive or agree to receive from any passenger in respect of any journey on any route or highway, any fare less than the fare authorised in respect of that journey by any condition of that permit."
Recovery of excess fares.,174,1,,,"No person shall be bound by any agreement entered into by him to pay, in respect of any journey-(a) on a hiring car referred to in subsection (1) of section 172, any fare in excess of the highest authorized fare referred to in paragraph (a) of that subsection; or(b) on a hiring car referred to in subsection (2) of section 172, any fare in excess of the authorized fare referred to in paragraph (a) of that subsection; or(c) on an omnibus, any fare in excess of the authorized fare referred to in section 173 ; and any person who has paid any fare in excess of any such authorized fare as may be applicable to the case shall be entitled to recover the sum paid in excess from the person to whom such sum was paid."
Recovery of excess fares.,174,1,a,,"on a hiring car referred to in subsection (1) of section 172, any fare in excess of the highest authorized fare referred to in paragraph (a) of that subsection; or"
Recovery of excess fares.,174,1,b,,"on a hiring car referred to in subsection (2) of section 172, any fare in excess of the authorized fare referred to in paragraph (a) of that subsection; or"
Recovery of excess fares.,174,1,c,,"on an omnibus, any fare in excess of the authorized fare referred to in section 173 ; and any person who has paid any fare in excess of any such authorized fare as may be applicable to the case shall be entitled to recover the sum paid in excess from the person to whom such sum was paid."
Recovery of excess fares.,174,2,,,".Where any person is convicted by any court of a contravention of the provisions of section 172 (1) (a) or 172 (2) (a) or paragraph (a) of section 173, the court may, in addition to any other punishment which it may lawfully impose for that contravention, order the repayment of any sum paid to that person in excess of the highest authorized fare, or the authorized fare, or the fare agreed upon, as the case may be, and such sum shall be recoverable in like manner as a fine imposed by the court, notwithstanding that it may exceed the amount of the fine which the court may in the exercise of its ordinary jurisdiction impose."
Recovery of excess fares.,174,3,,,"Any passenger in an omnibus who has duly paid the fare for any journey shall, if the omnibus fails to reach his destination owing to a breakdown of the omnibus or to any fault or neglect of the owner or of any servant of the owner, be entitled on demand to recover, the whole fare so paid."
Recovery of excess fares.,174,4,,,Where a fare is recoverable under subsection (3) the person who received the fare shall repay it on demand to the passenger who is entitled to recover it.
Recovery of excess fares.,174,5,,,"Where any person is convicted of a contravention of subsection (4) the court may, in addition to any other punishment which it may lawfully impose for that contravention, order the repayment of the fare and such fare shall be recoverable in like manner as a fine imposed by the court notwithstanding that it may exceed the amount of the fine which the court may in the exercise of its ordinary jurisdiction impose."
Recovery of excess fares.,174,6,,,Nothing in this section shall affect any civil remedy for the recovery of any fare or part of a fare which may be recoverable under the provisions of this section.
Recovery of fares.,175,1,,,"Where any person who is liable to pay any sum not exceeding twenty rupees justly due from him as the fare for a journey on any hiring car or omnibus or claimed from him as damages for any injury wilfully caused by him to any hiring car or omnibus during any such journey, fails or refuses to pay such sum on demand made by the owner of the car or omnibus, as the case may be, or any servant or agent authorized by the owner to receive such sum, the Magistrate's Court having jurisdiction over the place at which the journey began or ended or at which the injury occurred may, upon complaint made by the owner thereof, and upon summary proof of the facts alleged in that complaint, order such person to pay to the owner the sum so due as fare or such sum as damages for the injury and such costs and such compensation for loss of time incurred by the owner, driver or conductor of the car or omnibus, as the case may he, in attending court, as the court may determine ; and every sum ordered to be paid under this section shall be recoverable in like manner as a fine imposed by the court notwithstanding that it may exceed the amount of the fine which the court may in the exercise of its ordinary jurisdiction impose."
Recovery of fares.,175,2,,,"Any person dissatisfied with an order made by a Magistrate's Court under this section may prefer an appeal to the Court of Appeal in like manner as if the order was a final order pronounced by a Magistrate's Court in a criminal case or matter, and sections 320 to 360 of the Code of Criminal Procedure Act shall apply to such appeal."
Property left in hiring cars and omnibuses,176,,,,"Regulations may be made providing for the safe custody and redelivery or disposal of property accidentally left by passengers in hiring cars and omnibuses, and prescribing the charges which may be made in respect thereof and the sums which may be paid by way of reward to the finders of such property."
Hiring cars and omnibuses to be kept clean.,177,,,,The owner and the driver of every hiring car or omnibus shall take all such steps as may be necessary to ensure that the car or omnibus is kept in a clean and sanitary condition
"Carriage of persons in excess of authorized number and of goods other than personal luggage, in private cars or private coaches.",178,1,,,"Where the number of persons found at any time in a private coach on a highway exceeds the maximum number specified in the revenue licence for that coach or where goods other than such goods as may be prescribed or the personal luggage of a person are found in a private coach or private car on a highway, the driver thereof shall be guilty of an offence under this Act:"
"Carriage of persons in excess of authorized number and of goods other than personal luggage, in private cars or private coaches.",178,1,,,"Provided, however, that the preceding provisions of this subsection shall not apply in relation to the carriage of persons in any private coach on any day specified by the Minister by Order published in the Gazette if the coach is used on that day in an area and for a purpose so specified."
"Carriage of persons in excess of authorized number and of goods other than personal luggage, in private cars or private coaches.",178,2,,,"Where the number of persons found at any time in a private car on a highway exceeds eight (including the driver thereof), the driver thereof shall be guilty of an offence under this Act."
"Carriage of persons in excess of authorized number and of goods other than personal luggage, in private cars or private coaches.",178,3,,,"For the purposes of this section-(a) a child under three years of age not occupying a separate seat in a private car or private coach shall not be reckoned as a person;(b) the driver of the car or coach, as the case may be, shall be reckoned as a person; and(c) two children, being each over three years and under twelve years of age, shall be reckoned as one person."
"Carriage of persons in excess of authorized number and of goods other than personal luggage, in private cars or private coaches.",178,3,a,,a child under three years of age not occupying a separate seat in a private car or private coach shall not be reckoned as a person;
"Carriage of persons in excess of authorized number and of goods other than personal luggage, in private cars or private coaches.",178,3,b,,"the driver of the car or coach, as the case may be, shall be reckoned as a person; and"
"Carriage of persons in excess of authorized number and of goods other than personal luggage, in private cars or private coaches.",178,3,c,,"two children, being each over three years and under twelve years of age, shall be reckoned as one person."
"Carriage of persons in excess of authorized number and of goods other than personal luggage, in private cars or private coaches.",178,4,,,"Regulations may be made defining the nature, description or weight of articles or packages which may be carried in private cars and private coaches as personal luggage, and of goods other than personal luggage, which may be carried in private cars and private coaches."
"Carriage of persons in excess of authorized number and of goods other than personal luggage, in private cars or private coaches.",178,5,,,"Where any private car or private coach is authorized by permit issued under section 45 to be used for the carriage of articles of any description, no person shall be deemed to have contravened any provision of this section by reason only of the carriage on the private car or private coach of articles of that description."
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,1,,,"Where the number of persons (including the driver) found at any time in a hiring car on a highway exceeds the maximum number specified in the revenue licence for that car, or where goods other than such goods as may be prescribed or the personal luggage of a person are found in a hiring car on a highway, the driver of the car shall be guilty of an offence."
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,2,,,"Where the number of passengers found at any time in an omnibus on a highway exceeds the maximum number specified in the revenue licence for that omnibus, or where goods other than such goods as may be prescribed or the personal luggage of a passenger are found in an omnibus on a highway, the conductor of the omnibus shall be guilty of an offence."
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,3,,,"For the purpose of this section-(a) the following persons shall not be reckoned as passengers:-(i) a child under three years of age not occupying a separate seat in a hiring car or omnibus;(ii) the driver of an omnibus;(iii) the conductor of an omnibus; and(iv) a ticket inspector employed by the owner of an omnibus and wearing a metal badge with the word "" legibly marked thereon;(b) two children, being each over three years and under twelve years of age, shall be reckoned as one passenger."
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,3,a,,"the following persons shall not be reckoned as passengers:-(i) a child under three years of age not occupying a separate seat in a hiring car or omnibus;(ii) the driver of an omnibus;(iii) the conductor of an omnibus; and(iv) a ticket inspector employed by the owner of an omnibus and wearing a metal badge with the word "" legibly marked thereon;"
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,3,a,i,a child under three years of age not occupying a separate seat in a hiring car or omnibus;
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,3,a,ii,the driver of an omnibus;
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,3,a,iii,the conductor of an omnibus; and
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,3,a,iv,"a ticket inspector employed by the owner of an omnibus and wearing a metal badge with the word "" legibly marked thereon;"
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,3,b,,"two children, being each over three years and under twelve years of age, shall be reckoned as one passenger."
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,3A,,,"(3A) For the purposes of this section in its application in the case of a hiring car,-(a) a child under three years of age not occupying a separate seat in that car shall not be reckoned as a person;(b) two children, being each over three years and under twelve years of age, shall be reckoned as one person."
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,3A,a,,a child under three years of age not occupying a separate seat in that car shall not be reckoned as a person;
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,3A,b,,"two children, being each over three years and under twelve years of age, shall be reckoned as one person."
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,4,,,"Regulations may be made defining the, nature, description or weight of articles or packages which may be carried in hiring cars or omnibuses as personal luggage, and of the goods other than personal luggage, which may be carried in hiring cars or omnibuses."
"Carriage of persons or passengers in excess of authorized number, and of goods other than personal luggage, in hiring cars and omnibuses.[ 4, 63 of 1961.]",179,5,,,"Where any omnibus or hiring car is authorized by permit issued under section 45 to be used for the carriage of articles of any description, no person shall be deemed to have contravened any provision of this section by reason only of the carriage on the omnibus or hiring car of articles of that description."
Persons not to enter hiring car or omnibus when full,180,,,,"Where the driver or conductor of a hiring car, omnibus or private coach at any time requests any person not to enter the car, omnibus or coach on the ground that it is at that time carrying the full number of persons or passengers, as the case may be, which may be carried thereon in accordance with the revenue licence therefor, that person shall not enter or attempt to enter the car, omnibus or coach"
Touting for passengers,181,,,,"No owner, driver, or conductor, or person acting on behalf of the owner, driver, or conductor, of a hiring car or omnibus standing or plying for hire shall speak, make any noise, or sound any instrument, in order to attract the attention of the public or of a possible passenger"
Register to be kept by owners of hiring cars and omnibuses.,182,1,,,"The owner of every hiring car or omnibus shall, unless exemption in respect of that hiring car or omnibus has been granted in accordance with regulations, keep and maintain a register in the prescribed form and shall enter in the register the following particulars in respect of each occasion on which the car or omnibus is used on a highway :-(a) the date on which and the time at which the car or omnibus leaves the owner's garage or premises and returns thereto;(b) the name of the driver and the number of his driving licence ; and(c) in the case of an omnibus, the name of the conductor and the number of his conductor's licence."
Register to be kept by owners of hiring cars and omnibuses.,182,1,a,,the date on which and the time at which the car or omnibus leaves the owner's garage or premises and returns thereto;
Register to be kept by owners of hiring cars and omnibuses.,182,1,b,,the name of the driver and the number of his driving licence ; and
Register to be kept by owners of hiring cars and omnibuses.,182,1,c,,"in the case of an omnibus, the name of the conductor and the number of his conductor's licence."
Register to be kept by owners of hiring cars and omnibuses.,182,2,,,"Every entry made in the register under subsection (1) shall be signed by the driver of the hiring car or omnibus in respect of which the entry is made, and in the case of an omnibus shall also be signed by the conductor."
Register to be kept by owners of hiring cars and omnibuses.,182,3,,,Every register kept under this section shall be open to inspection on demand made by an examiner or by a police officer.
Record sheet to be carried on each omnibus,183,,,,".( Not applicable to any omnibus of any Regional Transport Board.-See Paragraph 3 (1), Schedule III, of the Transport Board Law.) The driver of every omnibus shall, unless exemption in respect of that omnibus has been granted in accordance with regulations, carry therein on each occasion on which the omnibus is used for any journey, and produce for inspection whenever required so to do by a police officer, a record sheet in the prescribed form containing copies of the entries made in the register under section 182 in respect of that journey, and shall enter in such record sheet in the prescribed manner and at the prescribed intervals such further particulars, relating to that journey and the return journey, as may be prescribed."
Lorry not to be used outside area of operation specified in licence,184,,,,"Where any lorry is used on any highway outside the area of operation specified in the revenue licence for that lorry, the owner and the driver of the lorry shall severally be guilty of an offence"
"Licensed conductor to be earned on omnibus.[ 4, 39 of 1964.]",185,1,,,"Save as is otherwise provided in subsection (3), a licensed conductor shall be carried in every omnibus used on any highway."
"Licensed conductor to be earned on omnibus.[ 4, 39 of 1964.]",185,2,,,"The conductor shall have the word "" "" legibly marked on some conspicuous part of his clothing or wear in a conspicuous position a metal badge bearing the word "" "" in legible letters."
"Licensed conductor to be earned on omnibus.[ 4, 39 of 1964.]",185,3,,,The provisions of subsection (1) shall not apply in relation to an omnibus of the Sri Lanka Central Transport Board or any Regional Transport Board at any time when the omnibus is being used for plying between two fixed places without stopping at any other place for the purpose of picking up or setting down passengers.
"Tickets for passengers on omnibuses.[ 36, Law 19 of 1978.]",186,1,,,"The conductor of an omnibus shall issue to every passenger on payment of his fare, a serially numbered ticket indicating the fare for the Journey and either the starting point or the destination of such passenger's journey, by name or by number of the fare stage."
"Tickets for passengers on omnibuses.[ 36, Law 19 of 1978.]",186,2,,,"(Not applicable to any omnibus of any Regional Transport Board.-See Paragraph 3 (1), Schedule III, of the Transport Board Law.) Every passenger on an omnibus shall produce his ticket for inspection on demand made at any time by the conductor or by any person authorized thereto by the owner of the omnibus, and shall in default of such production pay the fare for the distance which he has travelled."
"Tickets for passengers on omnibuses.[ 36, Law 19 of 1978.]",186,3,,,The provisions of subsection (1) shall not apply in relation to an omnibus of the Sri Lanka Central Transport Board or any Regional Transport Board at any time when the omnibus is being used for plying between two fixed places without stopping at any other place for the purpose of picking up or setting down passengers-
Overtaking of other motor coaches.,187,,,,The driver of a motor coach-
Overtaking of other motor coaches.,187,a,,,"shall not drive the coach alongside of, or overtake any other motor coach which is proceeding in the same direction, unless the other coach is stopped or unless its driver has given a signal indicating that the coach in the rear may pass it;"
Overtaking of other motor coaches.,187,b,,,"shall not without reasonable cause omit to give the signal that his coach may be overtaken, by another motor coach in the rear, if the driver of such other coach has indicated his desire to pass."
Carriage on lorry of goods in excess of maximum load,188,,,,"Where the weight of goods found at any time on a lorry on a highway exceeds the maximum load specified on the revenue licence for that lorry, or where the distribution of the load is such as to cause danger, the driver of the lorry shall, save as provided in section 214, be guilty of an offence under this Act."
Persons who may be carried on a lorry.,189,1,,,"Not more than three persons shall be carried on a lorry in addition to the driver thereof, and no person shall be so carried on a lorry unless he is-(a) the owner or hirer of the lorry ; or(b) the owner or hirer of the goods carried on the lorry; or(c) the servant or agent of any one of the persons described in paragraphs (a) and (b):"
Persons who may be carried on a lorry.,189,1,a,,the owner or hirer of the lorry ; or
Persons who may be carried on a lorry.,189,1,b,,the owner or hirer of the goods carried on the lorry; or
Persons who may be carried on a lorry.,189,1,c,,the servant or agent of any one of the persons described in paragraphs (a) and (b):
Persons who may be carried on a lorry.,189,1,,,"Provided, however, that any four or more of the persons described in paragraphs (a), (b) and (c) may be carried on a lorry under the authority of a special permit issued for the purpose by a prescribed officer in his discretion;"
Persons who may be carried on a lorry.,189,1,,,"And provided further that any number of persons, not being persons described in paragraphs (a), (b) and (c), may be carried on a lorry under the authority of a special permit issued for the purpose by the Commissioner in his discretion."
Persons who may be carried on a lorry.,189,2,,,Every special permit under subsection (1) shall be in the prescribed form and shall be subject to the conditions set out in that form.
